#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               -1               1               1              HB  3.35388  2.79621  3.28275  3.16474   42004081
               -2               1               1              HB  3.13358  2.80527  3.44030  2.71139   42004101
               -3               1               1              HB  2.70859  3.44833  3.20771  3.07906   42004181
               -4               1               1              HB  2.95888  2.19876  2.93300  2.75975   42004201
               -5               1               1              HB  3.41389  2.83121  2.94279  3.06995   42004281
               -6               1               1              HB  3.06124  2.85426  3.38972  3.04387   42004301
               -7               1               1              HB  3.26880  3.09140  3.13391  3.04470   42004381
               -8               1               1              HB  2.90337  2.51553  3.11993  2.58234   42004401
               -9               1               1              HB  2.77764  3.14533  3.24627  2.74876   42004481
              -10               1               1              HB  2.44965  3.29477  2.86774  3.10803   42004501
              -11               1               1              HB  3.16194  2.94154  3.02653  3.15480   42004581
              -12               1               1              HB  2.25658  2.80000  2.97519  2.85503   42004601
              -13               1               1              HB  3.09371  2.96953  3.13391  3.42136   42004681
              -14               1               1              HB  2.86554  3.36149  3.15426  3.36386   42004701
              -15               1               1              HB  3.14098  2.67188  3.39096  2.94536   42004781
              -15               1               2              HB  2.86554  3.11387  2.71092  3.00082   42008781
              -16               1               1              HB  3.23880  3.54014  3.00207  2.78435   42004801
              -16               1               2              HB  3.18832  3.36480  3.56079  2.90842   42008801
               -1               2               1              HB  3.17591  2.98847  3.21808  2.59561   42004082
               -2               2               1              HB  4.24414  2.21120  3.77239  1.76821   42004102
               -3               2               1              HB  3.61488  2.51091  3.46766  2.68957   42004182
               -4               2               1              HB  2.34731  2.89131  2.37438  3.24669   42004202
               -5               2               1              HB  3.64365  2.52697  3.83458  2.54594   42004282
               -6               2               1              HB  2.87217  2.89872  2.94071  3.05008   42004302
               -7               2               1              HB  2.77641  2.95389  2.77612  2.69454   42004382
               -8               2               1              HB  2.54871  3.18114  3.16957  3.98427   42004402
               -9               2               1              HB  2.59885  3.15480  2.80680  3.39031   42004482
              -10               2               1              HB  2.47020  3.52161  2.43408  3.70488   42004502
              -11               2               1              HB  2.27250  3.04776  2.69818  3.36921   42004582
              -12               2               1              HB  2.41924  3.06134  2.41750  3.01407   42004602
              -13               2               1              HB  3.40485  3.02470  3.06468  2.99917   42004682
              -14               2               1              HB  3.68722  2.94195  3.14138  2.38286   42004702
              -15               2               1              HB  3.46321  2.56978  3.36070  2.73179   42004782
              -15               2               2              HB  2.30662  3.68876  3.07629  3.28063   42008782
              -16               2               1              HB  2.23962  3.75916  2.44942  3.85265   42004802
              -16               2               2              HB  3.04562  2.03623  3.38350  2.75455   42008802
               -1               3               1              HB  2.76727  3.34286  3.21464  3.35072   42004083
               -2               3               1              HB  3.23469  3.14944  3.56095  3.03684   42004103
               -3               3               1              HB  3.06330  3.34417  3.20522  3.29925   42004183
               -4               3               1              HB  2.91286  3.11527  3.11816  3.20820   42004203
               -5               3               1              HB  3.15419  3.31180  3.30769  3.45216   42004283
               -6               3               1              HB  3.52980  3.07863  3.36484  2.92425   42004303
               -7               3               1              HB  2.42006  3.20955  3.17579  2.98634   42004383
               -8               3               1              HB  3.18455  3.39769  3.09909  3.18543   42004403
               -9               3               1              HB  2.74589  2.79669  2.83788  3.14045   42004483
              -10               3               1              HB  2.74270  2.81721  2.32794  3.11465   42004503
              -11               3               1              HB  2.69914  2.67806  2.90879  2.68377   42004583
              -12               3               1              HB  2.84710  2.88967  2.77570  2.61382   42004603
              -13               3               1              HB  2.32224  2.73611  3.17910  2.76283   42004683
              -14               3               1              HB  2.64940  2.90943  3.21434  3.26531   42004703
              -15               3               1              HB  2.87711  3.13668  3.25166  2.74421   42004783
              -15               3               2              HB  2.89560  2.77028  3.24959  2.94702   42008783
              -16               3               1              HB  3.13440  3.10786  3.60240  3.02897   42004803
              -16               3               2              HB  2.38266  3.23178  2.94154  3.12666   42008803
               -1               4               1              HB  3.46897  2.89749  3.60987  2.99917   42004084
               -2               4               1              HB  2.81915  3.42281  3.25415  3.58858   42004104
               -3               4               1              HB  3.20921  3.00988  3.28400  2.96772   42004184
               -4               4               1              HB  2.84012  3.24290  3.34287  3.35348   42004204
               -5               4               1              HB  2.71763  2.93825  3.27902  2.82409   42004284
               -6               4               1              HB  2.42499  3.04611  3.08416  3.02980   42004304
               -7               4               1              HB  2.63132  2.87320  2.90464  2.83402   42004384
               -8               4               1              HB  1.97205  2.94195  2.88060  3.14197   42004404
               -9               4               1              HB  3.25236  3.19473  3.16211  2.90894   42004484
              -10               4               1              HB  2.63625  3.27100  2.89262  3.00621   42004504
              -11               4               1              HB  3.07809  3.15562  3.21517  3.03022   42004584
              -12               4               1              HB  2.33744  2.82503  2.91625  3.32450   42004604
              -13               4               1              HB  3.37541  3.28075  3.25517  3.11663   42004684
              -14               4               1              HB  2.74229  3.10910  2.76368  3.17881   42004704
              -15               4               1              HB  2.89638  3.39296  3.03226  3.56181   42004784
              -15               4               2              HB  2.86395  3.12186  3.09494  3.32450   42008784
              -16               4               1              HB  3.04441  3.03810  3.10794  3.15400   42004804
              -16               4               2              HB  2.66379  2.76575  2.48425  3.22765   42008804
               -1               5               1              HB  2.67859  2.70935  3.16708  2.82243   42004085
               -2               5               1              HB  3.23140  2.81309  3.00580  2.53849   42004105
               -3               5               1              HB  3.00000  3.00741  3.28690  3.11714   42004185
               -4               5               1              HB  3.20386  2.81721  3.51202  2.80712   42004205
               -5               5               1              HB  2.91081  2.61589  2.75000  2.79553   42004285
