#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.60409 -4.30320  0.58592 -3.52428 -4.54179  0.60821 -3.30013 -4.00572 -3.65387  0.60179   42004081
               -2               1               1              HB  0.51263  6.41099  0.53754  6.68105  6.38515  0.51458  6.56813  6.61143  6.50829  0.56256   42004101
               -3               1               1              HB  0.60978  3.18792  0.59361  4.75063  1.79817  0.57997  3.68942  1.25195  2.46019  0.61871   42004181
               -4               1               1              HB  0.57078 -0.54840  0.55689  0.26593 -1.92774  0.54928 -1.57376 -2.89323 -2.96915  0.56987   42004201
               -5               1               1              HB  0.54839  7.74182  0.54104  7.95325  8.60995  0.51521  5.88415  7.05513  6.92283  0.50899   42004281
               -6               1               1              HB  0.51118  1.24939  0.51452  1.90945  1.99126  0.48954 -0.63777 -0.32016 -0.11404  0.51102   42004301
               -7               1               1              HB  0.52203  2.47355  0.49897  3.52848  3.47775  0.47243  3.06465  3.31199  3.98556  0.51484   42004381
               -8               1               1              HB  0.55049  8.02961  0.52472  7.67454  9.17558  0.52179  5.37498  7.06228  6.25096  0.53856   42004401
               -9               1               1              HB  0.53382 -5.76220  0.52961 -5.07971 -2.76597  0.50938 -5.80771 -3.39832 -3.07889  0.53363   42004481
              -10               1               1              HB  0.55843  5.16125  0.53664  8.29946  5.26501  0.54054  4.88690  1.91904  4.93883  0.54853   42004501
              -11               1               1              HB  0.67867 -5.15975  0.65002 -4.90831 -4.78652  0.66187 -5.49087 -4.80111 -5.04730  0.66846   42004581
              -12               1               1              HB  0.54953  1.72680  0.49508  1.05976  2.12428  0.52417  0.29912  1.77898  0.57457  0.52925   42004601
              -13               1               1              HB  0.63649 -0.47931  0.63359  3.45233  1.99339  0.61220  0.42329 -0.36705  3.26736  0.62296   42004681
              -14               1               1              HB  0.55098  4.87292  0.52127  6.26837  4.99032  0.52430  5.05336  3.95367  5.11814  0.50811   42004701
