#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.61711 -3.47050  0.61700 -3.02090 -3.61076  0.57911 -2.83527 -3.12326 -3.02650  0.60261   42004081
               -2               1               1              HB  0.51756  3.21631  0.47158  3.56663  3.27398  0.53534  3.09904  3.24592  3.20434  0.51375   42004101
               -3               1               1              HB  0.55470  1.58162  0.56759  2.86760  0.71292  0.57867  1.92010  0.25124  1.11286  0.58090   42004181
               -4               1               1              HB  0.61212 -1.42285  0.56848 -0.82376 -1.91531  0.59375 -1.99738 -2.25201 -2.58597  0.61584   42004201
               -5               1               1              HB  0.55025  4.30729  0.56187  4.54698  4.86940  0.54895  3.16488  4.09135  3.79844  0.54169   42004281
               -6               1               1              HB  0.55735  0.22111  0.53339  0.79360  0.83402  0.53556 -1.15642 -0.72172 -0.71988  0.54645   42004301
               -7               1               1              HB  0.49455  1.75116  0.48505  2.69632  2.63909  0.48778  2.19226  2.41326  3.05702  0.49779   42004381
               -8               1               1              HB  0.54492  4.88891  0.54500  4.84097  5.76897  0.54950  2.91567  4.14681  3.68606  0.54359   42004401
               -9               1               1              HB  0.56959 -4.02894  0.59431 -3.67798 -2.32080  0.57292 -3.97016 -2.80786 -2.76653  0.55961   42004481
              -10               1               1              HB  0.55646  2.22761  0.55800  4.20483  2.34838  0.56871  2.13907  0.33139  2.19086  0.57834   42004501
              -11               1               1              HB  0.72147 -3.21311  0.68093 -2.80629 -2.61694  0.70050 -3.45023 -2.69338 -2.82173  0.69751   42004581
              -12               1               1              HB  0.53995 -0.20725  0.52214 -0.46089  0.09565  0.51923 -0.78030  0.05378 -0.70793  0.49257   42004601
              -13               1               1              HB  0.64593 -0.92491  0.61895  1.97189  0.88204  0.63555 -0.22211 -0.70942  1.99449  0.65879   42004681
              -14               1               1              HB  0.49658  3.03265  0.51568  4.09038  3.17452  0.50722  3.06349  2.43503  3.25554  0.51105   42004701
              -15               1               1              HB  0.56501  3.83142  0.58094  4.63888  4.49584  0.51300  3.15000  3.44952  3.67736  0.56149   42004781
              -15               1               2              HB  0.60968 -0.15957  0.58989  1.31088  1.20200  0.62767  0.16625  0.52093  1.48796  0.63587   42008781
              -16               1               1              HB  0.54354 -0.48915  0.49028 -1.18569 -0.43603  0.50669 -1.14677 -0.06655 -1.02760  0.51220   42004801
              -16               1               2              HB  0.64746  3.74768  0.61543  4.92326  4.65025  0.55235  3.57522  3.74667  4.34696  0.63038   42008801
               -1               2               1              HB  0.58727 -1.78003  0.59940 -0.65170 -1.67350  0.56560 -2.53782 -2.54575 -2.39306  0.56859   42004082
               -2               2               1              HB  0.98480  0.88328  1.03695  3.96831  1.72635  0.89024  1.02202  0.53776  1.24969  0.85756   42004102
               -3               2               1              HB  0.48643  2.19764  0.54491  2.19996  3.86945  0.53542  0.60804  2.28450  2.11913  0.53158   42004182
               -4               2               1              HB  0.66970 -3.08090  0.67714 -2.15737 -2.46268  0.68250 -3.42040 -3.19334 -2.69653  0.72207   42004202
               -5               2               1              HB  0.62605  0.84094  0.64662  3.15721  1.14972  0.64606  1.94453  1.02546  2.40073  0.68598   42004282
               -6               2               1              HB  0.49393 -3.14917  0.48763 -2.75918 -3.35924  0.49011 -3.75747 -4.04343 -4.05861  0.46403   42004302
               -7               2               1              HB  0.58245 -3.16602  0.56556 -2.62686 -2.21454  0.54141 -2.72331 -1.97780 -1.84086  0.54414   42004382
               -8               2               1              HB  0.57490  3.22296  0.54155  2.94034  3.71184  0.52407  2.48544  3.67433  2.66084  0.56379   42004402
               -9               2               1              HB  0.57387  1.19598  0.56451  1.28976  1.63873  0.54499  0.45359  1.30631  0.89236  0.62286   42004482
              -10               2               1              HB  0.63343  5.92870  0.60564  4.93077  6.04083  0.63513  5.93133  7.72251  5.91826  0.60300   42004502
              -11               2               1              HB  0.65897 -1.25724  0.61896 -1.16453 -1.75330  0.61890 -1.67344 -1.84173 -2.31103  0.62202   42004582
              -12               2               1              HB  0.52665 -0.42251  0.52760 -0.82813 -1.54967  0.52617 -2.97361 -3.80518 -3.72378  0.52398   42004602
              -13               2               1              HB  0.66835 -2.01292  0.64447 -0.54772 -0.79548  0.65891 -1.72515 -1.37282 -0.59042  0.66084   42004682
              -14               2               1              HB  0.53968 -0.34237  0.52925  4.18111  1.61706  0.52260  0.84007 -0.12320  2.33405  0.50922   42004702
              -15               2               1              HB  0.65893  0.95303  0.68634  3.50362  1.97270  0.63546  1.92363  1.28644  3.06881  0.62857   42004782
              -15               2               2              HB  0.85331 -0.29546  0.94458  0.44976 -0.97135  0.87187  0.69281 -0.04117  0.27663  0.86164   42008782
              -16               2               1              HB  0.85602 -1.09327  0.93343 -0.15849 -0.00383  0.82883 -1.31545 -1.01931 -0.58718  0.89128   42004802
              -16               2               2              HB  1.18096  1.56501  1.14781  2.69070  1.82416  1.25283  1.41067  1.84182  1.14615  1.25418   42008802
               -1               3               1              HB  0.57577 -3.95514  0.53357 -3.70632 -3.71422  0.52624 -4.86563 -4.80487 -4.86139  0.58427   42004083
               -2               3               1              HB  0.42377  5.40551  0.45071  5.70504  5.89395  0.43616  5.09127  5.56234  5.49003  0.44552   42004103
               -3               3               1              HB  0.40337  3.30491  0.40849  4.67290  3.72130  0.40382  3.70376  2.95939  4.10369  0.42218   42004183
               -4               3               1              HB  0.47913 -1.15323  0.46123 -0.96449 -0.40608  0.46263 -1.06140 -0.16587 -0.25026  0.49866   42004203
               -5               3               1              HB  0.46138  4.95821  0.44858  6.11252  4.57946  0.47049  4.68464  3.44085  4.27003  0.45691   42004283
               -6               3               1              HB  0.52198 -0.87824  0.50392 -0.86784 -0.04875  0.49705 -1.09522 -0.02703 -0.31465  0.51943   42004303
               -7               3               1              HB  0.47864  7.44544  0.47222  8.68838  6.43484  0.45583  7.78018  5.90729  6.95658  0.44831   42004383
               -8               3               1              HB  0.50046  6.29758  0.50352  5.88592  5.66680  0.49493  5.13046  5.24613  4.68355  0.47784   42004403
               -9               3               1              HB  0.47587  4.00737  0.46762  4.94412  4.50068  0.45475  3.49446  3.35529  3.95890  0.44519   42004483
              -10               3               1              HB  0.49422  7.88075  0.50789  9.70782  9.79967  0.52145  7.10250  7.48958  9.24064  0.49863   42004503
              -11               3               1              HB  0.51700  5.86212  0.53126  6.35483  6.09848  0.51321  5.48079  5.54480  5.66449  0.49950   42004583
              -12               3               1              HB  0.50889  1.89660  0.50373  3.24415  3.19492  0.50795  2.22432  2.39648  3.41359  0.49802   42004603
              -13               3               1              HB  0.60128 -4.09915  0.58770 -4.62040 -5.13869  0.62354 -4.17116 -4.28162 -5.27571  0.61894   42004683
              -14               3               1              HB  0.52111  3.51273  0.51337  3.72954  3.45205  0.51028  2.28306  2.15400  1.91091  0.51386   42004703
              -15               3               1              HB  0.62053 12.34740  0.60625 11.12229 10.65111  0.62560 10.80700 10.88776  9.37199  0.66620   42004783
              -15               3               2              HB  0.59492 -0.08196  0.57981 -0.23117  0.38806  0.55250 -0.93503 -0.08532 -0.61079  0.59947   42008783
              -16               3               1              HB  0.60855 -0.36715  0.57216  0.59236 -0.39003  0.59250  0.61310 -0.03675  0.52235  0.62716   42004803
              -16               3               2              HB  0.54184  9.77060  0.58605 10.64247  9.83800  0.57032  9.14077  8.34409  9.03923  0.58024   42008803
               -1               4               1              HB  0.57332 -0.00197  0.56401  0.64766  0.87197  0.56024  0.10934  0.71070  1.06335  0.57812   42004084
               -2               4               1              HB  0.53128  5.69374  0.52484  6.84821  6.11154  0.50893  4.77324  4.02039  4.96592  0.51587   42004104
               -3               4               1              HB  0.44213  3.51335  0.43837  4.14094  4.39671  0.43277  3.11204  3.66680  3.95352  0.41556   42004184
               -4               4               1              HB  0.61683  1.39005  0.63496  1.56264  2.38102  0.68372 -0.21058  0.61347  0.25516  0.68456   42004204
               -5               4               1              HB  0.51207  5.95081  0.48609  5.29209  6.56309  0.50954  5.23018  6.82630  5.72708  0.50643   42004284
               -6               4               1              HB  0.53514  3.87994  0.52774  4.25567  3.57709  0.54443  3.60217  3.16722  3.20740  0.54961   42004304
               -7               4               1              HB  0.51024 -0.24353  0.54870  0.28788 -0.07516  0.49016 -0.35907 -0.42432 -0.26358  0.53446   42004384
               -8               4               1              HB  0.82260  1.16125  0.89556  1.18339  1.73944  0.90741  1.21903  2.16466  1.49826  0.96913   42004404
