#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.62246 -3.45308  0.60068 -2.96420 -3.56797  0.64178 -2.79982 -3.07698 -3.07046  0.61088   42004081
               -2               1               1              HB  0.48478  3.24734  0.50921  3.41592  3.33794  0.50892  3.14393  3.29560  3.21515  0.49608   42004101
               -3               1               1              HB  0.58221  1.61199  0.55683  2.84352  0.76069  0.56374  1.93537  0.28602  1.18578  0.56550   42004181
               -4               1               1              HB  0.62454 -1.39078  0.57334 -0.84280 -1.96225  0.60186 -2.04984 -2.20039 -2.58785  0.63722   42004201
               -5               1               1              HB  0.55216  4.44245  0.56207  4.59590  4.87292  0.54038  3.14100  4.01946  3.88715  0.56840   42004281
               -6               1               1              HB  0.54186  0.15638  0.56745  0.83775  0.81207  0.52523 -1.14900 -0.71751 -0.70459  0.55651   42004301
               -7               1               1              HB  0.50142  1.75306  0.49294  2.72677  2.65130  0.48969  2.14970  2.39928  3.03450  0.50213   42004381
               -8               1               1              HB  0.56800  4.87053  0.54160  4.81985  5.79255  0.53175  2.97552  4.17398  3.66936  0.56604   42004401
               -9               1               1              HB  0.58768 -4.04259  0.58231 -3.60824 -2.32985  0.54139 -3.96918 -2.83547 -2.69093  0.55588   42004481
              -10               1               1              HB  0.58257  2.21318  0.55710  4.29799  2.31160  0.58285  2.15179  0.31380  2.26672  0.55712   42004501
              -11               1               1              HB  0.66511 -3.20031  0.66502 -2.82210 -2.63190  0.63019 -3.41696 -2.76240 -2.84647  0.68935   42004581
              -12               1               1              HB  0.55328 -0.21745  0.54064 -0.44107  0.14106  0.51827 -0.80422  0.07023 -0.69181  0.52428   42004601
              -13               1               1              HB  0.64790 -0.88751  0.63037  2.02553  0.84699  0.62179 -0.24712 -0.76930  2.04194  0.65563   42004681
              -14               1               1              HB  0.48680  3.03479  0.51566  4.21734  3.24503  0.51149  3.08660  2.39064  3.28888  0.52332   42004701
              -15               1               1              HB  0.57223  3.83960  0.58261  4.66325  4.47543  0.50276  3.14040  3.44675  3.72935  0.58445   42004781
              -15               1               2              HB  0.62708 -0.11514  0.61487  1.30284  1.25437  0.60413  0.16472  0.45807  1.52833  0.62796   42008781
              -16               1               1              HB  0.51486 -0.50752  0.51717 -1.12556 -0.44205  0.50090 -1.15407 -0.07878 -1.06881  0.50981   42004801
              -16               1               2              HB  0.62438  3.75396  0.61655  4.90512  4.63392  0.58283  3.62430  3.68190  4.35360  0.58855   42008801
               -1               2               1              HB  0.59925 -1.79494  0.60979 -0.73344 -1.59300  0.57134 -2.52514 -2.54124 -2.38227  0.60259   42004082
