#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               -1               1               1              HB  3.34105  2.82365  3.30259  3.16930   42004081
               -2               1               1              HB  3.10191  2.79575  3.44015  2.76002   42004101
               -3               1               1              HB  2.68665  3.44380  3.23748  3.07737   42004181
               -4               1               1              HB  2.92751  2.24885  2.93350  2.76043   42004201
               -5               1               1              HB  3.40306  2.85815  2.96828  3.02454   42004281
               -6               1               1              HB  3.06755  2.88037  3.40274  3.02644   42004301
               -7               1               1              HB  3.26540  3.08793  3.18030  3.00416   42004381
               -8               1               1              HB  2.90597  2.50021  3.14879  2.60843   42004401
               -9               1               1              HB  2.83464  3.16051  3.22788  2.72962   42004481
              -10               1               1              HB  2.44012  3.31805  2.86741  3.12309   42004501
              -11               1               1              HB  3.18727  2.91539  3.02129  3.15807   42004581
              -12               1               1              HB  2.22784  2.82159  2.95677  2.86121   42004601
              -13               1               1              HB  3.11162  2.94401  3.11644  3.43220   42004681
              -14               1               1              HB  2.86689  3.37039  3.17863  3.34027   42004701
              -15               1               1              HB  3.16329  2.67234  3.41736  2.92720   42004781
              -15               1               2              HB  2.85366  3.10618  2.70117  3.00957   42008781
              -16               1               1              HB  3.25382  3.55454  3.02129  2.76997   42004801
              -16               1               2              HB  3.14882  3.40149  3.51336  2.95300   42008801
               -1               2               1              HB  3.16866  2.96433  3.18114  2.66847   42004082
               -2               2               1              HB  4.24390  2.18706  3.67613  1.86897   42004102
               -3               2               1              HB  3.60273  2.48854  3.46592  2.69971   42004182
               -4               2               1              HB  2.37821  2.90204  2.42186  3.18670   42004202
               -5               2               1              HB  3.60149  2.48279  3.82972  2.57654   42004282
               -6               2               1              HB  2.90616  2.88387  2.94032  3.02579   42004302
               -7               2               1              HB  2.77216  2.94539  2.78637  2.67755   42004382
               -8               2               1              HB  2.52071  3.23343  3.15919  3.96406   42004402
               -9               2               1              HB  2.58785  3.19701  2.80008  3.37687   42004482
              -10               2               1              HB  2.50765  3.54791  2.46995  3.61231   42004502
              -11               2               1              HB  2.25684  3.05752  2.71197  3.36390   42004582
              -12               2               1              HB  2.43165  3.06336  2.46841  2.96696   42004602
              -13               2               1              HB  3.42993  3.02032  3.04257  2.97338   42004682
              -14               2               1              HB  3.68169  2.90212  3.14733  2.42762   42004702
              -15               2               1              HB  3.43448  2.51431  3.33514  2.78161   42004782
              -15               2               2              HB  2.28896  3.73331  3.07095  3.24501   42008782
              -16               2               1              HB  2.23563  3.77686  2.50710  3.78411   42004802
              -16               2               2              HB  3.11947  2.02240  3.28673  2.76456   42008802
               -1               3               1              HB  2.77181  3.34301  3.20284  3.37937   42004083
               -2               3               1              HB  3.21827  3.13355  3.58013  3.06739   42004103
               -3               3               1              HB  3.04919  3.32435  3.18907  3.35191   42004183
               -4               3               1              HB  2.89354  3.10171  3.11347  3.21727   42004203
               -5               3               1              HB  3.14510  3.32310  3.27755  3.51913   42004283
               -6               3               1              HB  3.53286  3.08876  3.37035  2.90849   42004303
               -7               3               1              HB  2.43448  3.22729  3.17154  2.98211   42004383
               -8               3               1              HB  3.19056  3.40600  3.08437  3.23874   42004403
               -9               3               1              HB  2.73501  2.79303  2.86644  3.12729   42004483
