#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.60350 -3.48662  0.60057 -2.92652 -3.63006  0.57604 -2.84345 -3.10003 -3.06696  0.59748   42004081
               -2               1               1              HB  0.51675  3.19291  0.48980  3.50568  3.19137  0.55144  3.10805  3.24184  3.22179  0.48235   42004101
               -3               1               1              HB  0.56471  1.53948  0.56529  2.84271  0.67181  0.58857  1.90050  0.23182  1.16550  0.55735   42004181
               -4               1               1              HB  0.61219 -1.39694  0.59519 -0.76799 -1.91159  0.59717 -2.03799 -2.13377 -2.56563  0.64520   42004201
               -5               1               1              HB  0.53081  4.37208  0.50445  4.57059  4.86469  0.54217  3.11498  4.02798  3.75193  0.55259   42004281
               -6               1               1              HB  0.56648  0.17640  0.57181  0.83243  0.81463  0.53234 -1.20036 -0.75952 -0.76035  0.54073   42004301
               -7               1               1              HB  0.48250  1.71165  0.47230  2.65666  2.61149  0.45598  2.16698  2.47745  3.09261  0.49196   42004381
               -8               1               1              HB  0.52036  4.92374  0.55812  4.81258  5.73624  0.53100  2.97375  4.19800  3.72491  0.52620   42004401
               -9               1               1              HB  0.53858 -4.03276  0.56066 -3.62685 -2.37249  0.57981 -3.96319 -2.84864 -2.80160  0.58207   42004481
              -10               1               1              HB  0.58278  2.23883  0.55998  4.39397  2.33187  0.57015  2.11134  0.20797  2.25518  0.57459   42004501
              -11               1               1              HB  0.68952 -3.21860  0.65787 -2.85018 -2.65083  0.70996 -3.47685 -2.69850 -2.89215  0.72872   42004581
              -12               1               1              HB  0.53587 -0.13303  0.51640 -0.39611  0.12349  0.51478 -0.84413  0.10520 -0.70400  0.51572   42004601
              -13               1               1              HB  0.63637 -0.93815  0.60274  1.93914  0.88827  0.58252 -0.25950 -0.70500  1.99453  0.63539   42004681
              -14               1               1              HB  0.48627  3.01061  0.52392  4.05692  3.18814  0.48594  3.12393  2.42030  3.27006  0.49899   42004701
              -15               1               1              HB  0.56088  3.81086  0.59401  4.64647  4.38631  0.53212  3.15068  3.44466  3.62570  0.57662   42004781
              -15               1               2              HB  0.61785 -0.16318  0.61431  1.21590  1.17142  0.65461  0.19019  0.49754  1.49204  0.60902   42008781
              -16               1               1              HB  0.49383 -0.43841  0.50776 -1.14316 -0.46997  0.50183 -1.11857 -0.11088 -1.05273  0.50622   42004801
              -16               1               2              HB  0.61218  3.81010  0.58311  4.85532  4.59669  0.57919  3.56057  3.81415  4.36359  0.61643   42008801
               -1               2               1              HB  0.61267 -1.75324  0.58817 -0.68184 -1.59693  0.56719 -2.53755 -2.62890 -2.39950  0.57694   42004082
               -2               2               1              HB  0.97876  0.98063  1.04820  4.10748  1.67346  0.90428  0.96682  0.48813  1.26761  0.88064   42004102
               -3               2               1              HB  0.52496  2.23322  0.51641  2.30637  3.85539  0.51639  0.52576  2.25749  2.16580  0.52365   42004182
