#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.60083 -3.49682  0.59876 -2.93167 -3.63554  0.60163 -2.78710 -3.11344 -2.98486  0.60938   42004081
               -2               1               1              HB  0.52738  3.18212  0.48654  3.49357  3.30119  0.52180  3.08500  3.21841  3.24548  0.50953   42004101
               -3               1               1              HB  0.54085  1.63737  0.56048  2.85300  0.69568  0.59097  1.87056  0.31566  1.14324  0.54811   42004181
               -4               1               1              HB  0.60792 -1.45275  0.58170 -0.83756 -1.95264  0.58795 -1.99892 -2.27145 -2.61757  0.63521   42004201
               -5               1               1              HB  0.51380  4.42596  0.56481  4.62380  4.89791  0.56053  3.18230  3.90485  3.78973  0.53378   42004281
               -6               1               1              HB  0.57928  0.17351  0.56506  0.87523  0.79188  0.55078 -1.14574 -0.62821 -0.71456  0.56043   42004301
               -7               1               1              HB  0.52705  1.70553  0.53774  2.64490  2.54306  0.52547  2.17879  2.50515  3.08069  0.51454   42004381
               -8               1               1              HB  0.54923  4.86568  0.54304  4.76816  5.78264  0.57569  2.95723  4.16644  3.71637  0.54743   42004401
               -9               1               1              HB  0.57813 -3.99734  0.58965 -3.62414 -2.38317  0.57551 -3.94801 -2.79558 -2.76786  0.58188   42004481
              -10               1               1              HB  0.54795  2.17309  0.58748  4.30207  2.33629  0.56541  2.12746  0.29338  2.25356  0.58163   42004501
              -11               1               1              HB  0.66062 -3.20912  0.69191 -2.85133 -2.63405  0.67975 -3.41548 -2.78190 -2.84014  0.71037   42004581
              -12               1               1              HB  0.55370 -0.21804  0.50653 -0.45424  0.12887  0.54225 -0.79390  0.03444 -0.73298  0.51326   42004601
              -13               1               1              HB  0.63751 -0.87724  0.61484  1.93113  0.88525  0.62246 -0.22676 -0.69664  1.98837  0.64392   42004681
              -14               1               1              HB  0.51716  2.99437  0.52053  4.16241  3.18300  0.50292  3.04473  2.40715  3.29950  0.52794   42004701
              -15               1               1              HB  0.56172  3.88092  0.53495  4.46160  4.42848  0.54509  3.11143  3.48986  3.68623  0.59652   42004781
              -15               1               2              HB  0.64636 -0.20894  0.59154  1.29338  1.19764  0.64628  0.12905  0.52237  1.42828  0.64120   42008781
              -16               1               1              HB  0.53148 -0.42065  0.50421 -1.15291 -0.48653  0.49989 -1.15575 -0.13107 -1.07434  0.52649   42004801
              -16               1               2              HB  0.64248  3.77720  0.59938  4.87328  4.64436  0.56374  3.50044  3.75905  4.28369  0.65796   42008801
               -1               2               1              HB  0.58273 -1.77590  0.58740 -0.72758 -1.59491  0.57095 -2.51404 -2.60002 -2.41971  0.56922   42004082
               -2               2               1              HB  0.91881  0.92002  0.99815  3.94554  1.61191  0.83911  0.98699  0.44821  1.32753  0.88351   42004102
               -3               2               1              HB  0.54572  2.19693  0.50381  2.33996  3.84960  0.51824  0.56837  2.28271  2.10670  0.53608   42004182
               -4               2               1              HB  0.72486 -3.06589  0.69856 -2.19074 -2.46036  0.67911 -3.38170 -3.23482 -2.70406  0.71643   42004202
               -5               2               1              HB  0.65117  0.83801  0.67298  3.05945  1.25768  0.65850  1.98466  1.03291  2.34912  0.71812   42004282
               -6               2               1              HB  0.51474 -3.10415  0.47867 -2.76584 -3.34912  0.47761 -3.77798 -4.01000 -4.01942  0.50115   42004302
               -7               2               1              HB  0.55921 -3.21137  0.58590 -2.58708 -2.28016  0.56472 -2.77401 -1.95651 -1.87486  0.54879   42004382
               -8               2               1              HB  0.53942  3.28554  0.53735  2.94731  3.72466  0.56700  2.54222  3.60433  2.68623  0.55974   42004402
               -9               2               1              HB  0.58427  1.15239  0.59754  1.21201  1.60313  0.56556  0.51047  1.19285  0.90483  0.60622   42004482
              -10               2               1              HB  0.64318  5.93555  0.64934  4.95970  5.98468  0.64626  5.92652  7.49338  5.94589  0.60153   42004502
              -11               2               1              HB  0.63800 -1.25044  0.58654 -1.21877 -1.75761  0.61813 -1.70230 -1.81679 -2.28743  0.62356   42004582
              -12               2               1              HB  0.52257 -0.41456  0.52101 -0.88687 -1.58704  0.50869 -3.00889 -3.78203 -3.70345  0.49736   42004602
              -13               2               1              HB  0.66036 -2.01276  0.67426 -0.55023 -0.80118  0.63697 -1.72300 -1.38912 -0.59800  0.65658   42004682
              -14               2               1              HB  0.49381 -0.30120  0.50623  4.14181  1.57214  0.52371  0.91083 -0.13838  2.44519  0.52709   42004702
              -15               2               1              HB  0.67127  0.93721  0.67303  3.42020  2.01566  0.67981  1.94573  1.32749  3.04721  0.63279   42004782
              -15               2               2              HB  0.85478 -0.40392  0.90508  0.49444 -0.89905  0.80364  0.67879  0.01970  0.30498  0.86576   42008782
