#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               -1               1               1              HB  3.35419  2.83470  3.29939  3.15413   42004081
               -2               1               1              HB  3.12766  2.81636  3.44890  2.71902   42004101
               -3               1               1              HB  2.72381  3.41367  3.22086  3.04294   42004181
               -4               1               1              HB  2.91616  2.22013  2.92802  2.73262   42004201
               -5               1               1              HB  3.41881  2.82324  2.96074  3.04865   42004281
               -6               1               1              HB  3.07859  2.88344  3.41946  3.02740   42004301
               -7               1               1              HB  3.26421  3.08429  3.12802  3.05110   42004381
               -8               1               1              HB  2.89080  2.51514  3.13742  2.60548   42004401
               -9               1               1              HB  2.85031  3.09411  3.26176  2.71750   42004481
              -10               1               1              HB  2.42840  3.32311  2.86345  3.10675   42004501
              -11               1               1              HB  3.16769  2.93372  3.08057  3.12756   42004581
              -12               1               1              HB  2.24131  2.79255  2.95092  2.85650   42004601
              -13               1               1              HB  3.10348  2.95827  3.12311  3.41087   42004681
              -14               1               1              HB  2.86948  3.38241  3.16599  3.36375   42004701
              -15               1               1              HB  3.15337  2.68412  3.42331  2.94154   42004781
              -15               1               2              HB  2.86743  3.11002  2.70646  2.99223   42008781
              -16               1               1              HB  3.24335  3.55401  3.03149  2.78455   42004801
              -16               1               2              HB  3.17308  3.37546  3.52739  2.95828   42008801
               -1               2               1              HB  3.14806  2.99591  3.21104  2.60098   42004082
               -2               2               1              HB  4.28834  2.17519  3.80041  1.76574   42004102
               -3               2               1              HB  3.57587  2.54501  3.45072  2.71423   42004182
               -4               2               1              HB  2.33006  2.87643  2.39141  3.23017   42004202
               -5               2               1              HB  3.60654  2.53191  3.84744  2.53434   42004282
               -6               2               1              HB  2.91861  2.87439  2.96155  3.02453   42004302
               -7               2               1              HB  2.75869  2.96604  2.78814  2.70961   42004382
               -8               2               1              HB  2.53292  3.19885  3.18290  3.99796   42004402
               -9               2               1              HB  2.62209  3.17553  2.79182  3.37285   42004482
              -10               2               1              HB  2.49939  3.50941  2.45153  3.66626   42004502
              -11               2               1              HB  2.24008  3.04421  2.68003  3.39248   42004582
              -12               2               1              HB  2.41489  3.08269  2.43231  3.02249   42004602
              -13               2               1              HB  3.42209  3.02537  3.07157  2.98365   42004682
              -14               2               1              HB  3.71604  2.91902  3.17171  2.39264   42004702
              -15               2               1              HB  3.46503  2.54296  3.35910  2.71709   42004782
              -15               2               2              HB  2.26718  3.70716  3.03352  3.31288   42008782
              -16               2               1              HB  2.20777  3.76514  2.45031  3.87285   42004802
              -16               2               2              HB  3.10106  2.00859  3.33769  2.72638   42008802
               -1               3               1              HB  2.74029  3.36907  3.22986  3.33851   42004083
               -2               3               1              HB  3.24345  3.11329  3.55601  3.06462   42004103
               -3               3               1              HB  3.05562  3.34329  3.20123  3.31235   42004183
               -4               3               1              HB  2.91489  3.09571  3.10425  3.21513   42004203
               -5               3               1              HB  3.15297  3.32038  3.30593  3.48365   42004283
