#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               -1               1               1              HB  2.93220  2.10595  2.76419  2.75676   42004081
               -2               1               1              HB  3.62878  3.36670  3.92989  3.25083   42004101
               -3               1               1              HB  3.27197  3.39298  3.54806  3.18284   42004181
               -4               1               1              HB  2.98164  1.82814  2.65703  2.14943   42004201
               -5               1               1              HB  3.93008  3.60918  3.75105  3.50745   42004281
               -6               1               1              HB  3.14281  2.96820  3.62505  2.70945   42004301
               -7               1               1              HB  3.53475  3.40111  3.67069  3.48606   42004381
               -8               1               1              HB  3.52838  3.50052  3.94779  3.04606   42004401
               -9               1               1              HB  1.79645  2.72418  2.97497  2.13790   42004481
              -10               1               1              HB  3.15473  3.34077  3.60775  3.16691   42004501
              -11               1               1              HB  2.59388  2.42131  2.66625  2.67448   42004581
              -12               1               1              HB  2.11520  2.97072  2.90903  2.74077   42004601
              -13               1               1              HB  3.09808  2.75752  3.77837  3.44441   42004681
              -14               1               1              HB  3.48137  3.68524  3.80169  3.73581   42004701
              -15               1               1              HB  3.72404  3.35066  4.13040  3.39500   42004781
              -15               1               2              HB  2.88421  3.11901  3.15546  3.11871   42008781
              -16               1               1              HB  3.06506  3.69840  2.82114  2.64847   42004801
              -16               1               2              HB  3.75664  3.89869  4.26485  3.47764   42008801
               -1               2               1              HB  3.04673  2.61662  3.14459  1.97343   42004082
               -2               2               1              HB  4.68381  2.21030  4.39646  1.86169   42004102
               -3               2               1              HB  3.62706  3.20618  4.01348  2.87951   42004182
               -4               2               1              HB  1.70514  2.32939  1.99404  2.65291   42004202
               -5               2               1              HB  3.96014  2.58965  4.35153  2.85585   42004282
               -6               2               1              HB  2.46066  2.17043  2.41303  2.10324   42004302
               -7               2               1              HB  2.08271  2.51498  2.45541  2.37830   42004382
               -8               2               1              HB  3.00670  3.86881  3.64894  4.28521   42004402
               -9               2               1              HB  2.76942  3.47025  3.11275  3.45988   42004482
              -10               2               1              HB  3.32481  4.46806  3.28963  4.64332   42004502
              -11               2               1              HB  2.02864  2.86949  2.36401  2.99935   42004582
              -12               2               1              HB  2.45715  2.89940  2.06996  1.84705   42004602
              -13               2               1              HB  3.15304  2.75861  3.16449  2.76936   42004682
              -14               2               1              HB  3.93031  2.72132  4.04983  2.48188   42004702
              -15               2               1              HB  3.76223  2.66917  4.05414  3.06315   42004782
              -15               2               2              HB  2.36062  3.50325  3.05973  3.50918   42008782
              -16               2               1              HB  1.94571  3.77662  2.50368  3.68601   42004802
              -16               2               2              HB  3.45341  2.45160  3.72757  2.89903   42008802
