#  eta  phi  dep  det     cap0     cap1     cap2     cap3  HcalDetId
     1   71    1   HB  3.91660  3.87440  3.94160  4.03600   420060C7
     1   72    1   HB  4.55980  3.86720  4.27960  4.21260   420060C8
     2    1    1   HB  2.90100  3.22500  3.34020  3.06460   42006101
     2    2    1   HB  5.33500  4.21240  4.46280  4.76440   42006102
     2    3    1   HB  3.05260  2.49740  3.26580  2.85840   42006103
     2    4    1   HB  4.53660  3.49720  4.47360  3.37760   42006104
     2    5    1   HB  4.31760  4.64200  4.79820  4.60840   42006105
     2    6    1   HB  3.60860  3.16760  3.68060  3.54340   42006106
     2    7    1   HB  2.80470  2.50762  2.63648  3.22920   42006107
     2    8    1   HB  3.55280  3.79840  3.53220  3.80100   42006108
     2    9    1   HB  4.45600  4.06340  3.95500  4.16480   42006109
     2   10    1   HB  4.84680  4.86860  5.33340  4.78900   4200610A
     2   11    1   HB  3.44060  3.30620  3.71200  3.54680   4200610B
     2   12    1   HB  4.36180  4.37460  4.33680  4.60580   4200610C
     2   13    1   HB  3.25500  4.04020  3.57740  4.03620   4200610D
     2   14    1   HB  4.23420  4.36420  3.63020  5.39960   4200610E
     2   15    1   HB  3.56960  3.66860  4.05280  4.09880   4200610F
     2   16    1   HB  3.91580  4.41460  4.67320  3.83800   42006110
     2   17    1   HB  3.89900  3.91220  4.23800  3.48900   42006111
     2   18    1   HB  4.09280  3.63780  4.01120  3.64480   42006112
     2   19    1   HB  3.64600  3.32000  3.83080  3.79340   42006113
     2   20    1   HB  4.26920  3.97760  4.09380  3.72680   42006114
     2   21    1   HB  3.70620  3.87720  4.06940  3.85160   42006115
     2   22    1   HB  4.99569  4.04700  4.82133  4.20494   42006116
     2   23    1   HB  5.24975  5.13800  5.07260  5.10960   42006117
     2   24    1   HB  4.30340  4.28740  4.22860  4.54840   42006118
     2   25    1   HB  3.78820  4.19520  4.08060  3.88700   42006119
     2   26    1   HB  4.32480  3.88740  4.02540  3.57060   4200611A
     2   27    1   HB  4.00240  4.27060  4.77980  3.91560   4200611B
     2   28    1   HB  5.27880  5.17960  5.55841  4.90060   4200611C
     2   29    1   HB  3.41500  3.35320  3.65560  3.27720   4200611D
     2   30    1   HB  4.33160  3.65280  4.17760  3.83140   4200611E
     2   31    1   HB  3.15720  3.10700  3.44440  3.32980   4200611F
     2   32    1   HB  3.17480  3.96600  3.43360  3.92400   42006120
     2   33    1   HB  4.03540  4.21420  4.02820  4.27880   42006121
     2   34    1   HB  4.73880  4.34120  4.34120  4.29120   42006122
     2   35    1   HB  4.41860  4.37840  4.40940  4.45700   42006123
     2   36    1   HB  3.19280  3.59200  3.50340  3.00720   42006124
     2   37    1   HB  3.72560  3.67020  3.94200  3.51000   42006125
     2   38    1   HB  3.35680  4.06160  3.46640  4.18820   42006126
     2   39    1   HB  3.66720  3.42640  3.97760  3.88940   42006127
     2   40    1   HB  3.85380  3.70980  3.69760  3.71180   42006128
     2   41    1   HB  4.17680  3.98940  4.04160  4.44559   42006129
     2   42    1   HB  4.23780  4.14840  4.32800  4.67300   4200612A
     2   43    1   HB  4.26080  4.54920  4.31360  4.66820   4200612B
     2   44    1   HB  3.53600  3.30740  3.49520  3.58320   4200612C
     2   45    1   HB  3.76700  3.72200  3.54980  3.65600   4200612D
     2   46    1   HB  3.84860  4.66440  4.34140  5.06380   4200612E
     2   47    1   HB  4.24020  3.43520  4.07720  3.91180   4200612F
     2   48    1   HB  3.64080  3.90080  3.88920  3.73260   42006130
     2   49    1   HB  4.09900  3.63200  4.27760  3.54500   42006131
     2   50    1   HB  3.86640  3.84920  4.09180  4.22400   42006132
     2   51    1   HB  3.65520  3.68940  3.68160  4.26580   42006133
     2   52    1   HB  5.02280  4.96940  5.50700  4.82960   42006134
     2   53    1   HB  3.96960  3.17400  3.74060  4.07900   42006135
     2   54    1   HB  5.20440  5.54861  5.84528  5.50060   42006136
     2   55    1   HB  4.20300  4.46320  4.75160  4.53360   42006137
     2   56    1   HB  4.12140  4.07780  4.60620  4.43160   42006138
     2   57    1   HB  3.96880  3.61340  3.94920  3.67920   42006139
     2   58    1   HB  3.51940  3.47120  3.70500  3.62040   4200613A
     2   59    1   HB  4.95300  5.06900  5.03340  5.06740   4200613B
     2   60    1   HB  3.91720  4.47120  4.43140  4.77800   4200613C
     2   61    1   HB  3.14600  3.13020  3.07720  3.12880   4200613D
     2   62    1   HB  4.72360  4.52720  4.58880  4.42600   4200613E
     2   63    1   HB  3.67060  4.10620  4.21600  4.18240   4200613F
     2   64    1   HB  4.21240  4.09140  4.03220  3.91580   42006140
     2   65    1   HB  4.30620  4.16160  4.34360  4.05420   42006141
     2   66    1   HB  2.90900  2.55961  2.98740  3.32220   42006142
     2   67    1   HB  3.39780  3.36000  3.31920  3.53200   42006143
     2   68    1   HB  3.06280  3.37340  3.50240  3.47700   42006144
     2   69    1   HB  3.90980  3.87120  3.89860  3.91620   42006145
     2   70    1   HB  3.57060  3.21840  3.55900  3.72400   42006146
     2   71    1   HB  4.63900  4.29300  4.33960  4.53640   42006147
     2   72    1   HB  3.90440  3.95420  3.85240  4.36200   42006148
     3    1    1   HB  3.59580  3.75380  4.04760  3.77720   42006181
     3    2    1   HB  3.69580  3.80820  3.18900  3.63580   42006182
     3    3    1   HB  4.30080  4.34840  4.65520  4.78820   42006183
     3    4    1   HB  3.80780  4.16000  4.42040  3.92840   42006184
     3    5    1   HB  4.79960  4.68600  5.05120  4.67040   42006185
     3    6    1   HB  3.83680  3.67580  3.72280  3.66380   42006186
     3    7    1   HB  3.88940  3.96580  3.80480  4.19820   42006187
     3    8    1   HB  3.67440  2.90480  3.88380  3.06440   42006188
     3    9    1   HB  3.48400  3.14300  3.54100  3.11240   42006189
     3   10    1   HB  4.06580  4.36500  4.71500  4.46100   4200618A
     3   11    1   HB  4.89340  4.64840  5.26520  5.45039   4200618B
     3   12    1   HB  4.42860  4.08240  3.90420  3.81860   4200618C
     3   13    1   HB  3.80880  4.09440  3.91060  4.41420   4200618D
     3   14    1   HB  4.84040  4.95709  4.60020  4.92300   4200618E
     3   15    1   HB  3.79180  3.80920  4.42200  4.07840   4200618F
     3   16    1   HB  3.79780  3.57340  4.19360  4.04860   42006190
     3   17    1   HB  3.83300  3.92340  4.21220  3.99700   42006191
     3   18    1   HB  4.21160  4.14860  4.05460  3.88060   42006192
     3   19    1   HB  4.77020  4.42180  4.68760  4.46440   42006193
     3   20    1   HB  3.39140  3.64100  3.46420  3.67440   42006194
     3   21    1   HB  3.34240  4.00500  3.32460  3.80520   42006195
     3   22    1   HB  2.89508  3.68264  3.54060  4.06160   42006196
     3   23    1   HB  4.19200  4.54480  4.52400  4.57780   42006197
     3   24    1   HB  3.85980  3.52200  3.96460  3.58000   42006198
     3   25    1   HB  4.27040  4.07760  4.04820  4.05460   42006199
     3   26    1   HB  2.89560  3.37820  3.51420  3.71100   4200619A
     3   27    1   HB  4.65840  5.11140  4.87460  5.24720   4200619B
     3   28    1   HB  4.01460  4.29740  4.26240  4.24180   4200619C
     3   29    1   HB  4.10520  4.23100  4.56380  4.00360   4200619D
     3   30    1   HB  4.06400  3.72180  4.15720  3.92460   4200619E
     3   31    1   HB  3.82900  3.97600  4.01260  3.97640   4200619F
     3   32    1   HB  4.42100  4.66080  4.75720  4.23920   420061A0
     3   33    1   HB  4.21100  4.26820  4.22320  4.20820   420061A1
     3   34    1   HB  3.44800  3.71260  3.81100  3.42620   420061A2
     3   35    1   HB  3.92120  3.32440  4.09000  3.50360   420061A3
     3   36    1   HB  2.90880  2.70640  3.02680  2.82940   420061A4
     3   37    1   HB  3.50960  4.30400  3.82780  4.00740   420061A5
     3   38    1   HB  3.82860  3.46080  4.24700  3.59460   420061A6
     3   39    1   HB  3.29460  3.37140  3.55880  3.27800   420061A7
     3   40    1   HB  3.60640  4.00840  3.93860  4.12120   420061A8
     3   41    1   HB  4.07540  4.27500  4.16520  4.32540   420061A9
     3   42    1   HB  3.72520  3.77340  3.68080  3.75720   420061AA
     3   43    1   HB  2.74200  3.64360  3.40900  3.08960   420061AB
     3   44    1   HB  4.18620  4.62940  4.53400  4.04260   420061AC
     3   45    1   HB  2.91560  3.07460  3.18520  2.81700   420061AD
     3   46    1   HB  3.84320  4.11960  4.11740  4.02660   420061AE
     3   47    1   HB  3.54200  3.64480  3.77100  3.30620   420061AF
     3   48    1   HB  3.63540  3.48960  3.45920  3.53140   420061B0
     3   49    1   HB  4.16020  4.98000  5.05600  4.59420   420061B1
     3   50    1   HB  4.28200  4.29340  4.45440  4.72360   420061B2
     3   51    1   HB  4.18540  4.53700  4.51180  4.60480   420061B3
     3   52    1   HB  3.55981  3.71760  3.62040  3.54960   420061B4
     3   53    1   HB  3.05580  3.06540  3.34340  3.22980   420061B5
     3   54    1   HB  3.07380  2.70420  3.67380  3.03420   420061B6
     3   55    1   HB  4.33420  4.53920  4.54120  4.12240   420061B7
     3   56    1   HB  5.92325  5.78480  5.74625  5.72500   420061B8
     3   57    1   HB  3.64623  3.67220  4.10480  4.01030   420061B9
     3   58    1   HB  4.33880  4.41200  4.92909  4.77906   420061BA
     3   59    1   HB  4.21420  3.97960  4.18820  4.42520   420061BB
     3   60    1   HB  4.35600  4.29660  4.43640  4.39620   420061BC
     3   61    1   HB  2.87740  2.89880  3.23460  3.27440   420061BD
     3   62    1   HB  3.34180  3.10280  3.22800  3.51700   420061BE
     3   63    1   HB  3.80220  4.73980  4.14780  4.05020   420061BF
     3   64    1   HB  3.21340  2.99780  3.65160  3.48060   420061C0
     3   65    1   HB  4.48420  4.55600  4.96240  4.28640   420061C1
     3   66    1   HB  3.93540  3.57780  3.93040  3.94080   420061C2
     3   67    1   HB  3.39400  4.47020  3.86320  4.26720   420061C3
     3   68    1   HB  3.79460  3.93920  4.08120  4.45580   420061C4
     3   69    1   HB  4.22920  4.26100  4.27540  3.62940   420061C5
     3   70    1   HB  3.35040  2.86000  3.76600  3.33440   420061C6
     3   71    1   HB  4.52940  4.43620  4.71220  4.53480   420061C7
     3   72    1   HB  4.83940  4.54380  4.43900  4.90920   420061C8
     4    1    1   HB  4.05580  4.66580  4.02180  4.19820   42006201
     4    2    1   HB  3.30920  3.88260  3.81000  3.86600   42006202
     4    3    1   HB  2.79432  3.80100  3.40320  3.62400   42006203
     4    4    1   HB  3.46920  3.74860  3.68900  3.27980   42006204
     4    5    1   HB  4.87600  4.72260  4.99620  4.79840   42006205
     4    6    1   HB  4.50080  4.84060  4.67180  4.63420   42006206
     4    7    1   HB  4.40580  4.57500  4.55220  4.09020   42006207
     4    8    1   HB  4.40320  4.51180  4.82527  4.66160   42006208
     4    9    1   HB  3.09420  3.14740  3.39620  3.33660   42006209
     4   10    1   HB  4.11420  4.26080  4.36380  4.48540   4200620A
     4   11    1   HB  3.83580  3.92060  3.86800  4.64160   4200620B
     4   12    1   HB  3.44820  4.06900  3.90880  4.27020   4200620C
     4   13    1   HB  2.79546  2.78140  2.90440  2.78420   4200620D
     4   14    1   HB  3.16320  3.22760  3.42680  3.40860   4200620E
     4   15    1   HB  4.16300  4.70460  4.64580  4.14460   4200620F
     4   16    1   HB  3.60900  3.60680  3.90380  3.33260   42006210
     4   17    1   HB  3.57640  3.72860  4.17880  3.46620   42006211
     4   18    1   HB  3.23140  2.93900  3.37780  3.19880   42006212
     4   19    1   HB  3.77360  3.89760  4.12640  3.85880   42006213
     4   20    1   HB  4.61300  4.72700  4.60500  4.25880   42006214
     4   21    1   HB  3.75320  4.24480  4.25800  3.97620   42006215
     4   22    1   HB  4.53020  4.33580  4.78880  4.52840   42006216
     4   23    1   HB  4.03080  4.40300  4.45560  4.26460   42006217
     4   24    1   HB  3.38560  3.37420  3.96920  3.79960   42006218
     4   25    1   HB  3.63220  3.42060  3.64960  3.48220   42006219
     4   26    1   HB  3.47140  4.33560  4.08080  4.55500   4200621A
     4   27    1   HB  3.27720  3.57200  3.76200  3.32300   4200621B
     4   28    1   HB  4.07180  4.49800  4.60320  4.73180   4200621C
     4   29    1   HB  3.98780  4.31120  4.35380  3.53980   4200621D
     4   30    1   HB  4.23060  3.98540  4.51480  4.23880   4200621E
     4   31    1   HB  3.71940  3.37500  3.79840  3.28060   4200621F
     4   32    1   HB  2.81620  3.12240  2.83920  2.60704   42006220
     4   33    1   HB  4.21120  4.60220  4.87040  4.75680   42006221
     4   34    1   HB  3.69280  3.89560  3.57800  3.78540   42006222
     4   35    1   HB  3.43680  3.70100  3.41900  3.24340   42006223
     4   36    1   HB  3.44340  3.74220  4.17860  3.44900   42006224
     4   37    1   HB  3.30420  3.00050  3.47700  3.53940   42006225
     4   38    1   HB  3.13020  2.98020  3.22240  3.19900   42006226
     4   39    1   HB  3.84380  4.33600  4.57200  4.28300   42006227
     4   40    1   HB  4.34780  4.21060  4.37360  4.14360   42006228
     4   41    1   HB  3.14000  3.43000  4.04760  3.53820   42006229
     4   42    1   HB  3.81480  3.39040  3.58480  3.81180   4200622A
     4   43    1   HB  3.63820  3.28780  3.68100  2.89880   4200622B
     4   44    1   HB  3.33260  3.01900  3.58880  2.64191   4200622C
     4   45    1   HB  4.29660  4.40720  4.50820  4.25600   4200622D
     4   46    1   HB  3.42200  3.63300  3.52180  3.31740   4200622E
     4   47    1   HB  3.09360  3.89480  3.68440  4.41780   4200622F
     4   48    1   HB  3.68780  3.46020  3.80920  3.76040   42006230
     4   49    1   HB  3.77780  3.50880  4.26800  3.89360   42006231
     4   50    1   HB  3.76680  3.59000  3.69740  3.95520   42006232
     4   51    1   HB  3.30040  3.24980  4.18780  3.21340   42006233
     4   52    1   HB  3.43100  3.38900  3.52560  2.99200   42006234
     4   53    1   HB  3.53040  4.07480  4.37277  4.31400   42006235
     4   54    1   HB  4.24660  3.78760  4.34660  3.58960   42006236
     4   55    1   HB  3.74720  3.34940  4.31480  4.00220   42006237
     4   56    1   HB  2.86760  2.82066  3.26160  2.53480   42006238
     4   57    1   HB  4.07900  3.65160  4.82020  4.21140   42006239
     4   58    1   HB  2.96960  3.23700  3.39858  3.54800   4200623A
     4   59    1   HB  3.24600  3.40280  3.48640  3.34940   4200623B
     4   60    1   HB  3.48860  3.31980  3.97880  3.58780   4200623C
     4   61    1   HB  3.64300  3.68000  4.30920  3.42020   4200623D
     4   62    1   HB  3.15220  3.56560  3.60800  3.68640   4200623E
     4   63    1   HB  4.89400  4.05740  4.06880  3.83060   4200623F
     4   64    1   HB  4.09820  4.01880  4.17280  3.90440   42006240
     4   65    1   HB  3.75200  3.59340  4.08540  3.73800   42006241
     4   66    1   HB  3.30500  4.02600  3.12120  3.96100   42006242
     4   67    1   HB  3.57620  3.84140  3.36220  3.83620   42006243
     4   68    1   HB  3.28040  2.30836  3.13440  2.76900   42006244
     4   69    1   HB  3.63800  3.51400  3.78620  3.56520   42006245
     4   70    1   HB  3.42780  3.69420  3.75140  3.90200   42006246
     4   71    1   HB  3.34580  3.69120  3.92580  3.88900   42006247
     4   72    1   HB  3.85580  2.86600  3.63580  3.18460   42006248
     5    1    1   HB  4.07860  4.10440  4.30280  3.93140   42006281
     5    2    1   HB  4.15160  3.41740  3.72660  3.76320   42006282
     5    3    1   HB  4.14620  4.19640  4.59400  4.47600   42006283
     5    4    1   HB  4.16620  4.54780  4.01560  4.07860   42006284
     5    5    1   HB  4.32720  4.37500  4.66020  4.52440   42006285
     5    6    1   HB  3.81700  3.69200  3.90860  3.57860   42006286
     5    7    1   HB  3.37040  3.28620  3.99920  3.27360   42006287
     5    8    1   HB  3.75140  4.27240  4.16860  4.31640   42006288
     5    9    1   HB  2.05520  2.35640  2.52900  2.70820   42006289
     5   10    1   HB  3.13480  3.23460  3.46640  3.43380   4200628A
     5   11    1   HB  4.08180  4.03260  4.17060  3.71900   4200628B
     5   12    1   HB  4.09200  3.87620  3.92820  3.83780   4200628C
     5   13    1   HB  3.97260  3.98020  4.58500  3.77260   4200628D
     5   14    1   HB  4.22660  4.21120  4.48880  4.29360   4200628E
     5   15    1   HB  3.96060  4.09420  4.47280  4.15620   4200628F
     5   16    1   HB  2.22700  2.40518  2.38080  2.44660   42006290
     5   17    1   HB  3.70080  3.69060  4.03000  3.99580   42006291
     5   18    1   HB  3.02360  2.83460  2.97580  2.81700   42006292
     5   19    1   HB  3.58020  3.54220  4.29700  3.41560   42006293
     5   20    1   HB  4.79920  4.55860  4.69420  4.44760   42006294
     5   21    1   HB  4.96240  5.37080  5.26680  5.26660   42006295
     5   22    1   HB  3.63060  4.12500  4.15880  4.04260   42006296
     5   23    1   HB  3.59440  3.70920  3.95080  3.81820   42006297
     5   24    1   HB  4.51760  4.19580  4.87020  4.33040   42006298
     5   25    1   HB  3.20540  2.92300  3.23040  3.38860   42006299
     5   26    1   HB  3.48200  2.42220  3.26500  3.44400   4200629A
     5   27    1   HB  4.48220  3.84900  4.18120  4.51480   4200629B
     5   28    1   HB  3.73040  3.63600  3.95620  3.88600   4200629C
     5   29    1   HB  4.02800  3.86520  4.23300  4.32580   4200629D
     5   30    1   HB  3.97560  4.01520  4.26240  4.28080   4200629E
     5   31    1   HB  2.94020  3.89700  3.98920  3.99600   4200629F
     5   32    1   HB  3.42100  3.65400  3.50840  3.70240   420062A0
     5   33    1   HB  3.94420  3.76100  4.07500  3.84000   420062A1
     5   34    1   HB  3.99920  4.46260  4.17860  4.54160   420062A2
     5   35    1   HB  3.13060  3.29040  3.28620  3.12240   420062A3
     5   36    1   HB  3.20620  3.07940  3.43740  3.25960   420062A4
     5   37    1   HB  3.83680  3.27680  3.63480  3.41340   420062A5
     5   38    1   HB  3.09200  3.97160  4.15740  3.99300   420062A6
     5   39    1   HB  3.36740  3.29740  3.74540  3.15100   420062A7
     5   40    1   HB  3.73620  3.44460  3.97760  3.65260   420062A8
     5   41    1   HB  4.27660  4.97580  4.54740  4.70340   420062A9
     5   42    1   HB  3.85280  3.66540  4.06460  3.81120   420062AA
     5   43    1   HB  3.31840  3.33440  3.15000  3.23300   420062AB
     5   44    1   HB  2.71700  2.69280  2.87800  2.48140   420062AC
     5   45    1   HB  3.33060  3.21580  3.39480  3.37300   420062AD
     5   46    1   HB  3.75360  3.65320  4.01480  3.67140   420062AE
     5   47    1   HB  3.85560  3.95860  4.21880  3.84560   420062AF
     5   48    1   HB  3.77000  4.00100  3.93180  3.76860   420062B0
     5   49    1   HB  4.00140  3.98560  4.06280  4.17600   420062B1
     5   50    1   HB  4.01900  3.75920  4.23220  4.03031   420062B2
     5   51    1   HB  2.61202  2.67820  2.95900  2.85180   420062B3
     5   52    1   HB  3.73540  3.24700  3.77220  3.70940   420062B4
     5   53    1   HB  4.02060  4.23500  4.18000  4.18560   420062B5
     5   54    1   HB  3.28800  2.96660  3.33160  3.19280   420062B6
     5   55    1   HB  2.96960  3.18100  3.41080  3.49020   420062B7
     5   56    1   HB  3.36420  3.67280  3.74160  3.59800   420062B8
     5   57    1   HB  4.17333  3.81840  4.36240  4.16280   420062B9
     5   58    1   HB  4.44340  4.72360  4.57500  4.71340   420062BA
     5   59    1   HB  3.51520  3.59780  3.22980  3.45380   420062BB
     5   60    1   HB  3.96000  3.92140  4.36017  4.16800   420062BC
     5   61    1   HB  4.48880  4.60780  4.65880  4.59660   420062BD
     5   62    1   HB  4.01000  4.33320  3.94000  4.54660   420062BE
     5   63    1   HB  3.33320  3.63980  3.87440  3.58640   420062BF
     5   64    1   HB  3.82960  4.17860  4.46680  4.39260   420062C0
     5   65    1   HB  4.27920  4.30880  4.33240  4.41680   420062C1
     5   66    1   HB  3.83800  4.01020  3.95940  3.79820   420062C2
     5   67    1   HB  3.72440  4.26780  3.74300  4.39440   420062C3
     5   68    1   HB  2.70080  3.46320  3.19040  3.59920   420062C4
     5   69    1   HB  3.98320  4.04620  3.84580  3.77860   420062C5
     5   70    1   HB  4.02620  4.06300  4.26000  4.09080   420062C6
     5   71    1   HB  3.45200  3.88680  4.27760  4.13660   420062C7
     5   72    1   HB  3.81060  3.84260  4.25220  4.27260   420062C8
     6    1    1   HB  4.64760  4.52060  4.70100  4.59560   42006301
     6    2    1   HB  3.94980  4.93500  4.10520  4.76905   42006302
     6    3    1   HB  3.26940  2.98660  3.12800  3.59920   42006303
     6    4    1   HB  2.50420  2.13473  2.27331  2.44080   42006304
     6    5    1   HB  3.46080  3.42720  3.59260  3.45880   42006305
     6    6    1   HB  3.71560  3.80140  3.77220  3.72400   42006306
     6    7    1   HB  3.77180  3.90220  4.34440  3.80360   42006307
     6    8    1   HB  4.06080  3.95260  4.10960  4.11900   42006308
     6    9    1   HB  5.35840  5.46799  6.06640  5.71464   42006309
     6   10    1   HB  4.34120  4.17640  4.26160  4.18260   4200630A
     6   11    1   HB  3.87700  3.65680  3.94540  3.65240   4200630B
     6   12    1   HB  2.56025  3.10780  2.69940  3.02300   4200630C
     6   13    1   HB  4.31380  4.13540  4.41960  4.21140   4200630D
     6   14    1   HB  3.60560  3.37260  3.54880  3.72160   4200630E
     6   15    1   HB  4.05120  3.38240  3.70520  3.47160   4200630F
     6   16    1   HB  2.89300  3.76600  3.14500  3.17140   42006310
     6   17    1   HB  2.94660  3.13020  3.40940  3.32220   42006311
     6   18    1   HB  4.03860  4.06680  3.90000  3.56040   42006312
     6   19    1   HB  4.10300  4.00160  3.97920  4.35280   42006313
     6   20    1   HB  2.87340  2.37598  2.93100  2.31716   42006314
     6   21    1   HB  4.01480  4.22140  4.13920  4.28180   42006315
     6   22    1   HB  3.65020  3.34840  4.03220  3.54120   42006316
     6   23    1   HB  3.98300  4.10900  3.98420  3.92840   42006317
     6   24    1   HB  3.20220  3.08400  3.53340  3.10180   42006318
     6   25    1   HB  3.92580  3.96100  4.33000  3.90680   42006319
     6   26    1   HB  3.81740  3.42580  4.20240  3.56740   4200631A
     6   27    1   HB  3.36140  3.49980  3.85120  3.72340   4200631B
     6   28    1   HB  4.27200  4.71340  4.83360  4.77340   4200631C
     6   29    1   HB  4.17360  4.22220  4.42280  4.49500   4200631D
     6   30    1   HB  4.47780  4.70940  4.68420  4.73940   4200631E
     6   31    1   HB  4.35620  4.30840  4.79840  4.17740   4200631F
     6   32    1   HB  2.68760  2.77480  2.89700  2.79300   42006320
     6   33    1   HB  5.64909  5.51661  5.94489  5.81572   42006321
     6   34    1   HB  3.18520  4.00620  3.27740  3.85460   42006322
     6   35    1   HB  3.95740  4.00500  4.08920  4.13360   42006323
     6   36    1   HB  3.94220  3.65980  3.74900  3.86880   42006324
     6   37    1   HB  3.65540  3.71580  3.46100  3.79440   42006325
     6   38    1   HB  4.01420  4.30920  4.20160  4.52180   42006326
     6   39    1   HB  2.90300  2.98620  3.11020  2.96920   42006327
     6   40    1   HB  3.82280  4.11360  4.43780  4.06460   42006328
     6   41    1   HB  3.79940  4.46820  3.96340  4.78740   42006329
     6   42    1   HB  3.48280  3.28880  3.36740  3.46760   4200632A
     6   43    1   HB  3.50340  3.34160  3.97780  3.30720   4200632B
     6   44    1   HB  4.35040  4.79040  5.03700  4.71120   4200632C
     6   45    1   HB  4.02940  4.15680  4.32420  4.16700   4200632D
     6   46    1   HB  3.65560  4.05380  3.63340  4.07580   4200632E
     6   47    1   HB  3.14840  3.42020  3.16020  3.16720   4200632F
     6   48    1   HB  2.44280  2.15759  2.63400  2.43140   42006330
     6   49    1   HB  3.53880  3.66020  3.49020  3.48160   42006331
     6   50    1   HB  3.72380  3.62960  3.98060  3.39280   42006332
     6   51    1   HB  4.21660  4.54880  4.25680  4.43320   42006333
     6   52    1   HB  4.50000  4.45640  5.26180  4.72160   42006334
     6   53    1   HB  3.44680  3.27180  3.41980  3.42640   42006335
     6   54    1   HB  4.08360  3.75820  4.04060  3.98660   42006336
     6   55    1   HB  3.36300  4.02840  3.59760  4.16880   42006337
     6   56    1   HB  4.48640  4.50080  4.57540  4.92640   42006338
     6   57    1   HB  5.04020  4.06380  5.52000  5.03880   42006339
     6   58    1   HB  4.46680  4.44000  4.28000  4.14960   4200633A
     6   59    1   HB  3.96080  4.43960  4.21640  4.03840   4200633B
     6   60    1   HB  3.90220  4.39860  4.35460  4.06280   4200633C
     6   61    1   HB  3.90100  4.38660  4.25480  4.75020   4200633D
     6   62    1   HB  3.51460  3.39600  3.99460  3.65320   4200633E
     6   63    1   HB  4.05000  4.33480  4.10660  4.36040   4200633F
     6   64    1   HB  3.47920  3.57840  3.96620  3.75660   42006340
     6   65    1   HB  3.71400  3.81480  4.06180  3.93160   42006341
     6   66    1   HB  4.28180  4.78960  4.13740  4.85060   42006342
     6   67    1   HB  3.32120  3.24640  3.41440  3.97760   42006343
     6   68    1   HB  3.79240  3.40160  3.24400  3.28720   42006344
     6   69    1   HB  3.91180  3.97400  3.77640  3.81800   42006345
     6   70    1   HB  2.90360  2.77080  2.96260  3.09260   42006346
     6   71    1   HB  3.81080  4.21660  3.80320  3.95480   42006347
     6   72    1   HB  3.12320  2.73440  2.97810  3.10240   42006348
     7    1    1   HB  3.78240  4.03640  4.05040  3.93720   42006381
     7    2    1   HB  4.39180  4.19060  3.89540  4.16020   42006382
     7    3    1   HB  3.82360  2.61260  3.47140  3.36660   42006383
     7    4    1   HB  4.48000  4.58780  4.68620  4.56440   42006384
     7    5    1   HB  3.85480  4.29300  3.84700  4.73740   42006385
     7    6    1   HB  4.43300  4.53640  4.64300  4.34120   42006386
     7    7    1   HB  3.42380  3.39080  3.57100  3.32320   42006387
     7    8    1   HB  3.23040  3.56340  3.19660  3.48980   42006388
     7    9    1   HB  3.57080  3.82440  4.24320  4.35660   42006389
     7   10    1   HB  4.31320  4.58760  4.70740  4.18540   4200638A
     7   11    1   HB  3.61000  3.38400  3.63960  3.38140   4200638B
     7   12    1   HB  2.84007  3.26715  2.92180  3.04600   4200638C
     7   13    1   HB  3.29560  2.95240  3.39340  3.14680   4200638D
     7   14    1   HB  3.53020  3.30220  3.64180  3.55180   4200638E
     7   15    1   HB  4.15800  3.91240  4.25480  3.84980   4200638F
     7   16    1   HB  3.06360  3.09760  3.04920  3.43960   42006390
     7   17    1   HB  3.01160  3.09560  3.43000  3.82580   42006391
     7   18    1   HB  4.03420  4.01960  4.46280  4.01920   42006392
     7   19    1   HB  3.89440  4.09380  4.25980  3.94360   42006393
     7   20    1   HB  4.31660  4.32320  5.12893  4.38260   42006394
     7   21    1   HB  4.16620  4.67540  4.68720  4.85700   42006395
     7   22    1   HB  2.70320  3.30060  3.11900  3.57640   42006396
     7   23    1   HB  4.67800  4.46280  4.79780  4.77660   42006397
     7   24    1   HB  2.99120  2.91240  3.07580  3.02680   42006398
     7   25    1   HB  1.94464  2.61520  2.69400  3.19740   42006399
     7   26    1   HB  2.98360  3.18460  2.95940  3.25580   4200639A
     7   27    1   HB  3.46600  3.87040  3.78500  4.03780   4200639B
     7   28    1   HB  3.71900  3.50880  3.77400  3.72960   4200639C
     7   29    1   HB  3.96380  4.19460  4.27220  4.62520   4200639D
     7   30    1   HB  3.89620  3.57620  4.15660  4.05920   4200639E
     7   31    1   HB  2.95900  2.76940  3.17760  3.13280   4200639F
     7   32    1   HB  3.65280  3.70960  3.59820  3.39360   420063A0
     7   33    1   HB  2.89640  3.25380  3.16500  3.43960   420063A1
     7   34    1   HB  2.94660  3.22400  3.36480  3.58660   420063A2
     7   35    1   HB  3.38320  3.39960  3.76120  3.62280   420063A3
     7   36    1   HB  3.71720  3.40380  3.34640  3.81820   420063A4
     7   37    1   HB  3.59260  3.89260  3.85700  4.42860   420063A5
     7   38    1   HB  4.16520  4.08080  4.33480  4.22520   420063A6
     7   39    1   HB  4.43880  4.47540  4.78000  4.28820   420063A7
     7   40    1   HB  4.41200  4.76340  4.53060  4.43020   420063A8
     7   41    1   HB  4.31400  4.00080  3.94480  4.44260   420063A9
     7   42    1   HB  4.10620  4.36420  3.98860  4.58780   420063AA
