#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.69530 -0.25297  0.67841 -0.07586 -0.22393  0.63911 -0.25984 -0.05114 -0.21422  0.65197   42004081
               -2               1               1              HB  0.61308 -0.17033  0.54996  0.03888 -0.18982  0.60755 -0.24028  0.00309 -0.21264  0.61673   42004101
               -3               1               1              HB  0.60415 -0.22899  0.62640  0.03219 -0.20073  0.61223 -0.20254 -0.02808 -0.25243  0.63441   42004181
               -4               1               1              HB  0.76383 -0.23918  0.66303 -0.02408 -0.20754  0.68293 -0.25281 -0.04588 -0.23339  0.70494   42004201
               -5               1               1              HB  0.62607 -0.24511  0.63616  0.00236 -0.20157  0.61276 -0.19252  0.08691 -0.19678  0.59781   42004281
               -6               1               1              HB  0.67527 -0.21720  0.62854 -0.05041 -0.19305  0.61340 -0.21333 -0.01053 -0.18294  0.63031   42004301
               -7               1               1              HB  0.61328 -0.17408  0.57608  0.03409 -0.17115  0.56959 -0.15322 -0.08195 -0.18465  0.60219   42004381
               -8               1               1              HB  0.68748 -0.23010  0.68297  0.02196 -0.25181  0.66474 -0.29044 -0.05215 -0.20947  0.65788   42004401
               -9               1               1              HB  0.64467 -0.09227  0.66088  0.10984 -0.17614  0.63281 -0.13122  0.00674 -0.21883  0.67427   42004481
              -10               1               1              HB  0.67331 -0.23536  0.67457 -0.05349 -0.20192  0.66625 -0.21391  0.01021 -0.25122  0.67404   42004501
              -11               1               1              HB  0.78026 -0.27763  0.70171  0.02712 -0.23562  0.69576 -0.28767 -0.00934 -0.25458  0.72425   42004581
              -12               1               1              HB  0.69661 -0.20795  0.65845 -0.02612 -0.23795  0.63340 -0.15615  0.00421 -0.20743  0.59066   42004601
              -13               1               1              HB  0.75427 -0.27593  0.70393 -0.04509 -0.24893  0.69964 -0.25629  0.00569 -0.25643  0.73150   42004681
              -14               1               1              HB  0.58631 -0.17782  0.58673 -0.02833 -0.22922  0.56416 -0.18059  0.03563 -0.18619  0.58283   42004701
              -15               1               1              HB  0.67207 -0.24556  0.67400  0.01746 -0.15668  0.57701 -0.22859 -0.01542 -0.21605  0.65439   42004781
              -15               1               2              HB  0.73334 -0.30689  0.74154 -0.03151 -0.29680  0.69930 -0.25539  0.02270 -0.25785  0.72860   42008781
              -16               1               1              HB  0.63926 -0.22912  0.56082 -0.04992 -0.18663  0.58295 -0.22333  0.01409 -0.16731  0.58264   42004801
              -16               1               2              HB  0.76446 -0.27284  0.71340  0.00384 -0.23533  0.63304 -0.23693 -0.02604 -0.26441  0.71448   42008801
               -1               2               1              HB  0.69946 -0.25724  0.68651  0.08081 -0.31512  0.65521 -0.28250 -0.00364 -0.25948  0.63874   42004082
               -2               2               1              HB  1.16554 -0.14814  1.19353 -0.08618  0.15679  0.98290 -0.21780  0.13137 -0.40720  0.98578   42004102
               -3               2               1              HB  0.58164 -0.23350  0.64352 -0.13003 -0.19968  0.62766 -0.17988  0.00098 -0.22333  0.62048   42004182
               -4               2               1              HB  0.69137 -0.26645  0.73199  0.02867 -0.26467  0.70435 -0.30648 -0.00895 -0.26708  0.77514   42004202
               -5               2               1              HB  0.74613 -0.23848  0.74650 -0.04438 -0.29109  0.73507 -0.28838  0.00150 -0.28854  0.79331   42004282
               -6               2               1              HB  0.57269 -0.23057  0.59028 -0.02844 -0.17582  0.56523 -0.13448 -0.02820 -0.17034  0.53628   42004302
               -7               2               1              HB  0.70614 -0.19940  0.70040 -0.02149 -0.20841  0.65856 -0.20774 -0.01914 -0.22491  0.65031   42004382
               -8               2               1              HB  0.67997 -0.24561  0.62400  0.02153 -0.18237  0.57499 -0.24147 -0.00364 -0.24231  0.64739   42004402
               -9               2               1              HB  0.68906 -0.18397  0.65763  0.06739 -0.21383  0.62634 -0.29580 -0.00817 -0.27966  0.72591   42004482
              -10               2               1              HB  0.74708 -0.28066  0.72863 -0.00000 -0.22495  0.74198 -0.24007  0.00007 -0.31288  0.72673   42004502
              -11               2               1              HB  0.80565 -0.20736  0.75690  0.03899 -0.26182  0.73809 -0.19739 -0.01430 -0.29635  0.75063   42004582
              -12               2               1              HB  0.61312 -0.16809  0.62689 -0.00708 -0.18441  0.57728 -0.11130  0.08640 -0.14756  0.59024   42004602
              -13               2               1              HB  0.82476 -0.31379  0.77298 -0.05005 -0.27549  0.77697 -0.27699 -0.00167 -0.30536  0.79624   42004682
              -14               2               1              HB  0.64517 -0.25814  0.61284  0.01601 -0.17105  0.60384 -0.19295 -0.01332 -0.26969  0.59310   42004702
              -15               2               1              HB  0.79835 -0.25794  0.79955 -0.02652 -0.26906  0.74077 -0.25007 -0.03940 -0.29214  0.73257   42004782
              -15               2               2              HB  1.05417 -0.19558  1.11892  0.09273 -0.38361  1.03413 -0.14526 -0.09910 -0.42932  0.99730   42008782
              -16               2               1              HB  1.04911 -0.25509  1.13167  0.21284 -0.16592  0.99846 -0.09730 -0.07684 -0.28601  1.04483   42004802
              -16               2               2              HB  1.40472 -0.68709  1.33917  0.09357 -0.51947  1.43368 -0.33203  0.19418 -0.61101  1.44697   42008802
               -1               3               1              HB  0.63855 -0.17438  0.57405 -0.00445 -0.18918  0.55018 -0.21532  0.00980 -0.15450  0.60355   42004083
               -2               3               1              HB  0.52375 -0.16090  0.55668  0.02133 -0.14258  0.52728 -0.14688  0.02313 -0.19003  0.52751   42004103
               -3               3               1              HB  0.47062 -0.16407  0.47383 -0.03544 -0.15771  0.45268 -0.10429  0.02250 -0.13642  0.50836   42004183
               -4               3               1              HB  0.54190 -0.15524  0.50902 -0.01888 -0.15379  0.49240 -0.19315 -0.03206 -0.16829  0.54413   42004203
               -5               3               1              HB  0.52316 -0.14178  0.51988 -0.02479 -0.13989  0.51740 -0.16412  0.00926 -0.18378  0.49848   42004283
               -6               3               1              HB  0.57545 -0.21447  0.55022  0.01422 -0.19490  0.51902 -0.18949 -0.01272 -0.16063  0.55126   42004303
               -7               3               1              HB  0.56649 -0.19357  0.53194 -0.05933 -0.15557  0.49927 -0.17283 -0.01224 -0.12340  0.49279   42004383
               -8               3               1              HB  0.58025 -0.14026  0.56731  0.01400 -0.20907  0.55375 -0.17275 -0.02348 -0.13206  0.52120   42004403
               -9               3               1              HB  0.55032 -0.18105  0.53307 -0.04858 -0.15630  0.50826 -0.14888  0.03873 -0.14986  0.51153   42004483
              -10               3               1              HB  0.57476 -0.13492  0.56394 -0.02084 -0.17607  0.58157 -0.25969 -0.02714 -0.21997  0.55296   42004503
              -11               3               1              HB  0.56344 -0.18515  0.56058  0.05923 -0.20244  0.52832 -0.15803 -0.09884 -0.20740  0.52297   42004583
              -12               3               1              HB  0.57630 -0.19380  0.56961 -0.07070 -0.16836  0.57230 -0.17783 -0.04361 -0.19298  0.55136   42004603
              -13               3               1              HB  0.59720  0.16750  0.59306  0.33759  0.01494  0.62093  0.16834  0.25093 -0.03500  0.60512   42004683
              -14               3               1              HB  0.59928 -0.22209  0.58887 -0.05431 -0.21576  0.55705 -0.16687 -0.07924 -0.23205  0.56567   42004703
              -15               3               1              HB  0.68053 -0.15946  0.67758 -0.06928 -0.29117  0.65060 -0.21324  0.02927 -0.28147  0.72121   42004783
              -15               3               2              HB  0.69126 -0.25023  0.67881 -0.01087 -0.19636  0.60062 -0.22734 -0.07483 -0.18859  0.66508   42008783
              -16               3               1              HB  0.63403 -0.27573  0.57607 -0.02827 -0.15465  0.58221 -0.14968 -0.06105 -0.22687  0.61480   42004803
              -16               3               2              HB  0.64198 -0.28861  0.69968 -0.10733 -0.20112  0.64518 -0.19974 -0.01009 -0.24876  0.66273   42008803
               -1               4               1              HB  0.71862 -0.25017  0.70082 -0.06159 -0.24079  0.67387 -0.27121 -0.03647 -0.21617  0.67494   42004084
               -2               4               1              HB  0.60668 -0.22500  0.58833 -0.05296 -0.20158  0.54392 -0.15409 -0.03272 -0.22832  0.56669   42004104
               -3               4               1              HB  0.53887 -0.14319  0.51579  0.04434 -0.10816  0.51759 -0.17485  0.00845 -0.13633  0.47688   42004184
               -4               4               1              HB  0.76440 -0.26594  0.76559 -0.03778 -0.25637  0.82528 -0.18801 -0.05787 -0.33657  0.81020   42004204
               -5               4               1              HB  0.65290 -0.21632  0.58048 -0.02499 -0.17927  0.61356 -0.20862  0.04245 -0.19354  0.61196   42004284
               -6               4               1              HB  0.62897 -0.22087  0.60952 -0.06367 -0.21526  0.61393 -0.19161 -0.05662 -0.23848  0.61337   42004304
               -7               4               1              HB  0.57427 -0.21675  0.59874  0.00682 -0.18424  0.53286 -0.20488 -0.07168 -0.22463  0.57488   42004384
               -8               4               1              HB  0.95767 -0.34818  1.04849 -0.14288 -0.21619  1.02848 -0.30241 -0.07868 -0.46042  1.11141   42004404
               -9               4               1              HB  0.56990 -0.19730  0.58035 -0.08459 -0.21216  0.53186 -0.17263  0.00013 -0.19165  0.54824   42004484
              -10               4               1              HB  0.84662 -0.30164  0.79342  0.05783 -0.33505  0.75807 -0.31529 -0.10255 -0.28772  0.74560   42004504
              -11               4               1              HB  0.61259 -0.23205  0.63608 -0.02144 -0.28910  0.63699 -0.24460  0.01442 -0.23125  0.66600   42004584
              -12               4               1              HB  0.66745 -0.19867  0.73841 -0.05261 -0.13417  0.70006 -0.11165 -0.07429 -0.28273  0.74502   42004604
              -13               4               1              HB  0.77733 -0.23075  0.74079 -0.02174 -0.30375  0.72408 -0.30874 -0.05343 -0.30245  0.77133   42004684
              -14               4               1              HB  0.83112 -0.27823  0.71337  0.01099 -0.31501  0.76039 -0.23337 -0.09091 -0.26178  0.77973   42004704
              -15               4               1              HB  0.78055 -0.33449  0.73696 -0.01732 -0.31416  0.73653 -0.30181 -0.08438 -0.30534  0.74173   42004784
