#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.67255 -0.23280  0.63839  0.02137 -0.22971  0.64659 -0.24428 -0.07289 -0.25069  0.66949   42004081
               -2               1               1              HB  0.61326 -0.11775  0.59578  0.05852 -0.19486  0.61091 -0.15766 -0.02484 -0.13149  0.60934   42004101
               -3               1               1              HB  0.60720 -0.22630  0.62644 -0.06367 -0.22983  0.57942 -0.18550 -0.00881 -0.25030  0.58941   42004181
               -4               1               1              HB  0.78805 -0.21823  0.70353 -0.00278 -0.23681  0.72583 -0.28337 -0.00673 -0.27133  0.74719   42004201
               -5               1               1              HB  0.60055 -0.18029  0.62591  0.00459 -0.23744  0.59704 -0.26976  0.02294 -0.19679  0.60990   42004281
               -6               1               1              HB  0.66623 -0.18529  0.64446 -0.04749 -0.21077  0.61335 -0.23047 -0.05856 -0.24095  0.65090   42004301
               -7               1               1              HB  0.63314 -0.18965  0.56509 -0.02208 -0.22119  0.55857 -0.25284 -0.03532 -0.19446  0.63248   42004381
               -8               1               1              HB  0.67350 -0.27092  0.67415 -0.01756 -0.21863  0.67801 -0.23432 -0.01742 -0.30366  0.67507   42004401
               -9               1               1              HB  0.63110 -0.02842  0.62980  0.10933 -0.24485  0.62724 -0.08325 -0.02215 -0.20662  0.69851   42004481
              -10               1               1              HB  0.66048 -0.26377  0.69128  0.06714 -0.21241  0.62890 -0.24308 -0.04013 -0.22143  0.66609   42004501
              -11               1               1              HB  0.74181 -0.25549  0.71927  0.02846 -0.25704  0.67052 -0.24831 -0.05165 -0.25495  0.70298   42004581
              -12               1               1              HB  0.67897 -0.19546  0.63622 -0.04393 -0.27530  0.61575 -0.16278 -0.07115 -0.19218  0.57412   42004601
              -13               1               1              HB  0.73559 -0.26239  0.73123  0.00977 -0.27181  0.66075 -0.31200 -0.07460 -0.24839  0.74135   42004681
              -14               1               1              HB  0.56949 -0.16024  0.57073 -0.04411 -0.19524  0.52874 -0.20794 -0.08400 -0.18012  0.60962   42004701
              -15               1               1              HB  0.63294 -0.25281  0.63120 -0.00831 -0.16378  0.58866 -0.23868  0.00909 -0.26110  0.68924   42004781
              -15               1               2              HB  0.75821 -0.21895  0.75461  0.06058 -0.20672  0.68328 -0.27647  0.01732 -0.23984  0.68985   42008781
              -16               1               1              HB  0.59663 -0.16689  0.56762 -0.04696 -0.22661  0.56714 -0.17018  0.01330 -0.16057  0.56719   42004801
              -16               1               2              HB  0.74267 -0.29984  0.69389 -0.11427 -0.22587  0.68232 -0.29894 -0.01568 -0.23617  0.71896   42008801
               -1               2               1              HB  0.74444 -0.25437  0.67663 -0.00115 -0.24952  0.67974 -0.24905 -0.05537 -0.24656  0.66274   42004082
               -2               2               1              HB  1.13585 -0.19664  1.15937 -0.08157 -0.00122  1.02994 -0.33778  0.11677 -0.45290  1.06873   42004102
               -3               2               1              HB  0.64978 -0.24000  0.67627 -0.02038 -0.24295  0.63400 -0.22513  0.02363 -0.19822  0.64215   42004182
               -4               2               1              HB  0.72476 -0.29166  0.77188  0.00523 -0.28527  0.68837 -0.27899 -0.02779 -0.26728  0.72806   42004202
               -5               2               1              HB  0.80044 -0.24153  0.79633 -0.07498 -0.20313  0.74672 -0.29741 -0.06726 -0.33033  0.79693   42004282
               -6               2               1              HB  0.59939 -0.17728  0.58661  0.01939 -0.16178  0.55380 -0.13344 -0.00842 -0.15785  0.56835   42004302
               -7               2               1              HB  0.70151 -0.27703  0.72747 -0.02628 -0.25948  0.68382 -0.26209  0.02151 -0.24392  0.64939   42004382
               -8               2               1              HB  0.63901 -0.26158  0.63484 -0.02085 -0.22014  0.63666 -0.23533  0.02430 -0.22318  0.62519   42004402
               -9               2               1              HB  0.70990 -0.23672  0.69149  0.03716 -0.20469  0.63370 -0.25693  0.05598 -0.23660  0.71535   42004482
