#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               -1               1               1              HB  2.92261  2.14330  2.77654  2.74071   42004081
               -2               1               1              HB  3.63981  3.35503  3.93352  3.25038   42004101
               -3               1               1              HB  3.28972  3.37059  3.52876  3.16171   42004181
               -4               1               1              HB  2.92321  1.82315  2.64436  2.13280   42004201
               -5               1               1              HB  3.94988  3.60326  3.73020  3.49559   42004281
               -6               1               1              HB  3.11799  2.98506  3.65032  2.68891   42004301
               -7               1               1              HB  3.52162  3.40507  3.65076  3.49417   42004381
               -8               1               1              HB  3.50646  3.52484  3.95262  3.06455   42004401
               -9               1               1              HB  1.84129  2.65634  2.99439  2.11004   42004481
              -10               1               1              HB  3.12957  3.36483  3.58854  3.16458   42004501
              -11               1               1              HB  2.57046  2.47017  2.68654  2.62707   42004581
              -12               1               1              HB  2.11905  2.94526  2.91188  2.72328   42004601
              -13               1               1              HB  3.10901  2.74242  3.77223  3.41662   42004681
              -14               1               1              HB  3.47971  3.71169  3.80340  3.71353   42004701
              -15               1               1              HB  3.73767  3.35838  4.12155  3.38696   42004781
              -15               1               2              HB  2.88433  3.14040  3.15438  3.11906   42008781
              -16               1               1              HB  3.04875  3.69103  2.85186  2.65833   42004801
              -16               1               2              HB  3.76494  3.91835  4.28155  3.51813   42008801
               -1               2               1              HB  2.99570  2.64312  3.12791  1.97846   42004082
               -2               2               1              HB  4.63843  2.23269  4.40518  1.89701   42004102
               -3               2               1              HB  3.62260  3.18334  4.04203  2.89523   42004182
               -4               2               1              HB  1.67847  2.32758  2.00872  2.62448   42004202
               -5               2               1              HB  3.94252  2.59011  4.32559  2.87562   42004282
               -6               2               1              HB  2.46162  2.22058  2.39790  2.10872   42004302
               -7               2               1              HB  2.06054  2.53009  2.47731  2.39585   42004382
               -8               2               1              HB  3.00688  3.84903  3.65088  4.28692   42004402
               -9               2               1              HB  2.78993  3.48735  3.07389  3.43879   42004482
              -10               2               1              HB  3.34816  4.47341  3.31683  4.57916   42004502
              -11               2               1              HB  2.03824  2.83247  2.35625  3.00503   42004582
              -12               2               1              HB  2.43558  2.95409  2.07449  1.82794   42004602
              -13               2               1              HB  3.14973  2.75167  3.18523  2.78661   42004682
              -14               2               1              HB  3.94220  2.73337  4.05161  2.51763   42004702
              -15               2               1              HB  3.75755  2.66979  4.04038  3.08204   42004782
              -15               2               2              HB  2.37266  3.50235  3.04130  3.52435   42008782
              -16               2               1              HB  2.00572  3.72918  2.51433  3.65833   42004802
              -16               2               2              HB  3.50111  2.42265  3.71715  2.90954   42008802
               -1               3               1              HB  1.95353  2.78847  2.63820  2.30258   42004083
               -2               3               1              HB  3.96771  3.93642  4.33976  3.83158   42004103
               -3               3               1              HB  3.68775  3.70801  3.92729  3.77192   42004183
               -4               3               1              HB  2.63798  3.04486  3.07175  3.22316   42004203
               -5               3               1              HB  4.05203  3.83774  4.09577  3.90960   42004283
               -6               3               1              HB  3.29330  3.08960  3.38287  2.83715   42004303
               -7               3               1              HB  3.88688  3.96992  4.20971  3.89694   42004383
               -8               3               1              HB  4.10187  4.26750  3.84129  3.81289   42004403
               -9               3               1              HB  3.48913  3.41305  3.66596  3.55076   42004483
              -10               3               1              HB  3.91909  4.03255  4.12713  4.07163   42004503
              -11               3               1              HB  3.62965  3.67023  3.86313  3.52741   42004583
