#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.71128 -0.23979  0.68216 -0.02988 -0.25019  0.62176 -0.26434 -0.04122 -0.25570  0.63081   42004081
               -2               1               1              HB  0.60167 -0.14195  0.61153 -0.07719 -0.18972  0.60717 -0.24203 -0.05697 -0.16939  0.60811   42004101
               -3               1               1              HB  0.61972 -0.20262  0.60264 -0.01944 -0.23824  0.58090 -0.22573 -0.10634 -0.22242  0.61014   42004181
               -4               1               1              HB  0.78565 -0.24227  0.71168 -0.04816 -0.26232  0.72925 -0.30762 -0.00008 -0.30818  0.73447   42004201
               -5               1               1              HB  0.62754 -0.22006  0.60183 -0.02492 -0.20330  0.59149 -0.22375 -0.01591 -0.17566  0.60088   42004281
               -6               1               1              HB  0.66443 -0.27712  0.66715 -0.06719 -0.25088  0.63266 -0.17582 -0.08534 -0.25474  0.66061   42004301
               -7               1               1              HB  0.60494 -0.15644  0.57666 -0.02859 -0.21858  0.57559 -0.20117 -0.00129 -0.18846  0.60088   42004381
               -8               1               1              HB  0.69908 -0.20034  0.72779  0.07643 -0.20473  0.66248 -0.25323  0.01963 -0.25277  0.66576   42004401
               -9               1               1              HB  0.67087 -0.01454  0.62723  0.18582 -0.19567  0.60228 -0.10358 -0.02049 -0.19495  0.67945   42004481
              -10               1               1              HB  0.71018 -0.24377  0.69380 -0.01064 -0.26623  0.70154 -0.21407  0.03563 -0.25741  0.68416   42004501
              -11               1               1              HB  0.76219 -0.26675  0.67813 -0.01099 -0.20802  0.67835 -0.28892  0.03552 -0.25222  0.71088   42004581
              -12               1               1              HB  0.69897 -0.24185  0.65840  0.01072 -0.24336  0.61379 -0.22283 -0.03262 -0.21310  0.61766   42004601
              -13               1               1              HB  0.73037 -0.27410  0.70840 -0.06215 -0.29320  0.67022 -0.26414 -0.05150 -0.29067  0.71206   42004681
              -14               1               1              HB  0.60230 -0.20025  0.58428 -0.07626 -0.22036  0.55405 -0.18422 -0.07549 -0.19660  0.57909   42004701
              -15               1               1              HB  0.68795 -0.25931  0.66696  0.00176 -0.18596  0.56845 -0.27218 -0.04570 -0.20280  0.64450   42004781
              -15               1               2              HB  0.72816 -0.27616  0.74281 -0.06828 -0.28830  0.67385 -0.23316  0.02164 -0.18847  0.68921   42008781
              -16               1               1              HB  0.58418 -0.11209  0.54987 -0.01240 -0.16664  0.60922 -0.20620 -0.01376 -0.26247  0.60629   42004801
              -16               1               2              HB  0.73549 -0.29018  0.70780 -0.05056 -0.29667  0.68727 -0.29385  0.02667 -0.29094  0.68873   42008801
               -1               2               1              HB  0.73143 -0.22147  0.66074  0.03933 -0.26098  0.68574 -0.31431  0.00447 -0.25826  0.67793   42004082
               -2               2               1              HB  1.13499 -0.11578  1.13335 -0.01736  0.04321  0.98460 -0.33028  0.07083 -0.39158  1.03876   42004102
               -3               2               1              HB  0.65770 -0.18320  0.65375  0.10815 -0.24303  0.63478 -0.22899 -0.05314 -0.23173  0.61871   42004182
               -4               2               1              HB  0.74150 -0.31043  0.78474 -0.00453 -0.27763  0.70863 -0.30180 -0.01619 -0.31476  0.79384   42004202
               -5               2               1              HB  0.75722 -0.26794  0.75252 -0.01076 -0.23412  0.71923 -0.24479 -0.07102 -0.36818  0.80076   42004282
               -6               2               1              HB  0.60373 -0.19714  0.61908 -0.03302 -0.16537  0.55649 -0.16094  0.02870 -0.13188  0.56607   42004302
               -7               2               1              HB  0.69390 -0.23659  0.70770 -0.00363 -0.25532  0.68856 -0.23943 -0.01996 -0.24857  0.68527   42004382
               -8               2               1              HB  0.64191 -0.22321  0.63709 -0.01725 -0.23269  0.61030 -0.22376 -0.02956 -0.21270  0.59580   42004402
               -9               2               1              HB  0.69331 -0.22586  0.68964 -0.00702 -0.25392  0.67272 -0.23468 -0.05206 -0.27692  0.69901   42004482
              -10               2               1              HB  0.77974 -0.32579  0.77468  0.00333 -0.23669  0.72539 -0.26691  0.08983 -0.27284  0.73157   42004502
              -11               2               1              HB  0.77441 -0.24071  0.73306 -0.00082 -0.24472  0.72909 -0.20479  0.00027 -0.28569  0.74211   42004582
              -12               2               1              HB  0.61640 -0.17202  0.60662  0.00083 -0.19038  0.55077 -0.11733  0.06946 -0.12990  0.53590   42004602
              -13               2               1              HB  0.84163 -0.31396  0.79050 -0.06118 -0.28887  0.75600 -0.34846  0.07009 -0.36928  0.81082   42004682
              -14               2               1              HB  0.59365 -0.27568  0.61874 -0.00348 -0.23521  0.59529 -0.14044 -0.06592 -0.22637  0.60416   42004702
