#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               -1               1               1              HB  2.90932  2.07771  2.76238  2.74765   42004081
               -2               1               1              HB  3.66532  3.36286  3.94821  3.24645   42004101
               -3               1               1              HB  3.23534  3.40730  3.50674  3.22204   42004181
               -4               1               1              HB  2.96930  1.80942  2.68687  2.11476   42004201
               -5               1               1              HB  3.93426  3.63686  3.69652  3.48056   42004281
               -6               1               1              HB  3.09498  2.92916  3.60074  2.68410   42004301
               -7               1               1              HB  3.56086  3.42067  3.61066  3.48521   42004381
               -8               1               1              HB  3.55043  3.45192  3.97160  3.06148   42004401
               -9               1               1              HB  1.78911  2.68874  2.94923  2.14241   42004481
              -10               1               1              HB  3.15092  3.27681  3.58360  3.21453   42004501
              -11               1               1              HB  2.54881  2.45462  2.67926  2.66282   42004581
              -12               1               1              HB  2.10864  2.96922  2.90765  2.68787   42004601
              -13               1               1              HB  3.15328  2.76522  3.76277  3.36579   42004681
              -14               1               1              HB  3.47676  3.71564  3.79148  3.78235   42004701
              -15               1               1              HB  3.73551  3.31425  4.16231  3.33885   42004781
              -15               1               2              HB  2.85195  3.20858  3.10474  3.09290   42008781
              -16               1               1              HB  3.12374  3.67897  2.82672  2.63760   42004801
              -16               1               2              HB  3.73211  3.94028  4.26312  3.48681   42008801
               -1               2               1              HB  3.02300  2.63579  3.06871  2.00060   42004082
               -2               2               1              HB  4.61465  2.27421  4.27415  1.95101   42004102
               -3               2               1              HB  3.62075  3.17518  4.00063  2.88929   42004182
               -4               2               1              HB  1.67381  2.32113  2.05150  2.62373   42004202
               -5               2               1              HB  4.02715  2.54985  4.25964  2.91447   42004282
               -6               2               1              HB  2.42816  2.23807  2.36476  2.09245   42004302
               -7               2               1              HB  2.01008  2.52306  2.45497  2.39046   42004382
               -8               2               1              HB  2.92727  3.92978  3.62521  4.28028   42004402
               -9               2               1              HB  2.76452  3.44331  3.10651  3.48694   42004482
              -10               2               1              HB  3.33540  4.47680  3.35675  4.61694   42004502
              -11               2               1              HB  2.05224  2.83773  2.37255  2.99700   42004582
              -12               2               1              HB  2.44049  2.93348  2.07298  1.82594   42004602
              -13               2               1              HB  3.17610  2.75391  3.16435  2.78993   42004682
              -14               2               1              HB  3.94137  2.69202  4.02286  2.55345   42004702
              -15               2               1              HB  3.74712  2.67688  4.00483  3.15315   42004782
              -15               2               2              HB  2.33349  3.56116  3.07935  3.47000   42008782
              -16               2               1              HB  1.99558  3.71438  2.57550  3.65597   42004802
              -16               2               2              HB  3.45753  2.51743  3.63160  2.99098   42008802
               -1               3               1              HB  1.99731  2.81335  2.57243  2.31733   42004083
               -2               3               1              HB  3.99660  3.93266  4.37779  3.83450   42004103
               -3               3               1              HB  3.69741  3.71674  3.90962  3.79004   42004183
               -4               3               1              HB  2.62066  3.07974  3.08745  3.20506   42004203
               -5               3               1              HB  4.07052  3.89953  4.06949  3.92738   42004283
               -6               3               1              HB  3.27176  3.08681  3.41251  2.83779   42004303
               -7               3               1              HB  3.84624  4.04271  4.19732  3.91954   42004383
               -8               3               1              HB  4.07589  4.24115  3.87784  3.79802   42004403
               -9               3               1              HB  3.49554  3.39571  3.61950  3.55715   42004483
              -10               3               1              HB  3.93761  4.01619  4.11916  4.06434   42004503
              -11               3               1              HB  3.64422  3.68211  3.88169  3.48347   42004583
              -12               3               1              HB  3.18858  3.20783  3.53824  3.06759   42004603
              -13               3               1              HB  1.23843  1.70518  2.08529  1.72643   42004683
              -14               3               1              HB  3.31162  3.43870  3.72181  3.38583   42004703
              -15               3               1              HB  4.59736  4.70316  4.46162  4.14852   42004783
              -15               3               2              HB  2.83424  2.88993  3.27525  2.72386   42008783
              -16               3               1              HB  3.20546  2.94146  3.68788  3.12553   42004803
              -16               3               2              HB  4.01099  4.34258  4.52880  4.14512   42008803
               -1               4               1              HB  3.41110  3.02690  3.82273  3.16230   42004084
               -2               4               1              HB  3.84435  4.11405  4.19131  3.96090   42004104
               -3               4               1              HB  3.70206  3.61708  3.96728  3.47774   42004184
               -4               4               1              HB  2.98930  3.64411  3.69483  3.14313   42004204
               -5               4               1              HB  3.50148  4.04068  4.06720  3.71785   42004284
               -6               4               1              HB  3.16718  3.63199  3.69048  3.49243   42004304
               -7               4               1              HB  2.66888  2.81859  3.03464  2.73474   42004384
               -8               4               1              HB  2.16786  3.28994  3.11158  3.46748   42004404
               -9               4               1              HB  3.34243  3.03943  2.80061  2.72372   42004484
              -10               4               1              HB  2.96279  3.54427  3.33155  3.34634   42004504
              -11               4               1              HB  3.30237  3.44682  3.64310  3.44591   42004584
              -12               4               1              HB  2.27249  2.70853  2.80046  2.89780   42004604
              -13               4               1              HB  3.39395  3.36538  3.40807  2.96092   42004684
              -14               4               1              HB  3.34295  3.62584  3.55294  3.57518   42004704
              -15               4               1              HB  3.33658  3.88966  3.80503  4.04818   42004784
              -15               4               2              HB  3.17039  3.29974  3.60228  3.22540   42008784
              -16               4               1              HB  2.90903  2.83094  2.99400  2.88186   42004804
              -16               4               2              HB  4.25038  4.48892  4.31549  4.54082   42008804
               -1               5               1              HB  2.24874  1.93886  2.85564  2.16373   42004085
               -2               5               1              HB  3.40664  3.51696  3.52713  3.19773   42004105
               -3               5               1              HB  3.69342  3.74941  4.13472  3.53864   42004185
               -4               5               1              HB  3.62869  3.30358  4.05194  3.17940   42004205
               -5               5               1              HB  3.95537  3.50005  3.45590  3.41334   42004285
               -6               5               1              HB  2.58121  2.67510  2.79741  2.55000   42004305
               -7               5               1              HB  2.57647  2.60114  2.95880  2.53366   42004385
               -8               5               1              HB  3.64551  4.02273  3.77253  3.96502   42004405
               -9               5               1              HB  2.29938  3.01310  3.16612  2.77431   42004485
              -10               5               1              HB  3.23911  3.15043  3.42374  3.30622   42004505
              -11               5               1              HB  3.76672  3.79068  4.20989  3.76704   42004585
              -12               5               1              HB  2.11004  2.09455  2.29300  1.68968   42004605
              -13               5               1              HB  2.68746  2.63373  3.18786  2.22480   42004685
              -14               5               1              HB  3.19339  3.31848  3.52462  3.20926   42004705
              -15               5               1              HB  2.34479  2.46379  2.85720  2.69410   42004785
              -15               5               2              HB  1.56645  1.84479  1.98835  1.82401   42008785
              -16               5               1              HB  2.83161  2.83563  2.73510  2.56817   42004805
              -16               5               2              HB  2.74991  2.71447  2.98214  2.81335   42008805
               -1               6               1              HB  2.98990  3.53329  2.92601  3.16709   42004086
               -2               6               1              HB  2.58810  2.70346  3.35766  2.87487   42004106
               -3               6               1              HB  2.77375  2.70545  3.50926  3.29498   42004186
               -4               6               1              HB  3.20000  3.01849  3.95214  3.06673   42004206
               -5               6               1              HB  3.14019  2.66658  3.68485  2.48525   42004286
               -6               6               1              HB  2.79666  3.16448  3.51895  2.50739   42004306
               -7               6               1              HB  2.56286  3.13782  3.41200  2.77241   42004386
               -8               6               1              HB  3.02363  3.19214  3.75244  3.37076   42004406
               -9               6               1              HB  2.81813  3.27512  4.16873  3.26597   42004486
              -10               6               1              HB  3.19079  3.26744  3.57425  2.69925   42004506
              -11               6               1              HB  3.13504  3.73983  3.65362  3.11374   42004586
              -12               6               1              HB  3.27361  2.86482  4.26243  3.13167   42004606
              -13               6               1              HB  3.18159  3.24131  4.35921  2.27568   42004686
              -14               6               1              HB  2.99450  3.48258  3.60344  2.44540   42004706
              -15               6               1              HB  2.70158  3.37808  3.63570  2.90144   42004786
              -15               6               2              HB  3.62940  2.70654  3.87072  3.18185   42008786
              -16               6               1              HB  3.26287  3.41650  3.76166  3.09182   42004806
              -16               6               2              HB  3.26287  3.34274  3.55121  3.36485   42008806
               -1               7               1              HB  1.84333  2.02120  2.11618  2.00790   42004087
               -2               7               1              HB  3.60457  3.69883  3.79173  3.74152   42004107
               -3               7               1              HB  3.25674  3.33314  3.54013  3.17748   42004187
               -4               7               1              HB  2.91081  3.26091  3.52181  2.94579   42004207
               -5               7               1              HB  4.15147  4.22783  4.21139  3.77353   42004287
               -6               7               1              HB  2.04978  2.26735  2.27179  2.18788   42004307
               -7               7               1              HB  2.93522  3.05440  3.18694  2.92223   42004387
               -8               7               1              HB  3.20258  3.79948  3.32077  3.60242   42004407
               -9               7               1              HB  2.64051  2.50782  2.93868  3.14223   42004487
              -10               7               1              HB  3.35798  3.29378  3.81965  3.11823   42004507
              -11               7               1              HB  3.69683  3.71788  4.18951  3.55657   42004587
              -12               7               1              HB  3.31022  2.60377  3.16015  2.84404   42004607
              -13               7               1              HB  3.25068  3.24154  3.17022  3.23502   42004687
              -14               7               1              HB  2.72596  2.94066  2.96477  2.85639   42004707
              -15               7               1              HB  3.28426  2.68579  3.14147  2.92665   42004787
              -15               7               2              HB  2.85970  3.15459  3.28849  2.94708   42008787
              -16               7               1              HB  1.65747  2.45532  2.44201  2.34718   42004807
              -16               7               2              HB  4.03908  4.36265  4.10609  4.23560   42008807
               -1               8               1              HB  2.71154  2.93728  2.71648  2.78050   42004088
               -2               8               1              HB  2.69928  2.80809  3.04225  2.83018   42004108
               -3               8               1              HB  2.12656  2.49857  2.43160  2.32269   42004188
               -4               8               1              HB  2.13943  2.46060  2.77424  2.20589   42004208
               -5               8               1              HB  3.18638  3.85236  4.15853  3.35096   42004288
               -6               8               1              HB  3.29698  3.16008  3.69649  3.04939   42004308
               -7               8               1              HB  3.51759  3.60785  3.82127  3.42879   42004388
               -8               8               1              HB  2.96278  2.92242  2.85483  2.74169   42004408
               -9               8               1              HB  3.40942  1.97933  3.16422  2.15628   42004488
              -10               8               1              HB  3.62262  3.49320  3.86840  3.41421   42004508
              -11               8               1              HB  3.89659  3.77538  4.21325  3.50323   42004588
              -12               8               1              HB  2.82421  2.53073  2.94349  2.62292   42004608
              -13               8               1              HB  2.73381  2.29177  2.53160  2.30385   42004688
              -14               8               1              HB  3.08769  3.33539  3.41297  3.43088   42004708
              -15               8               1              HB  3.80330  4.01100  4.07072  3.86205   42004788
              -15               8               2              HB  2.85377  2.70865  3.07131  2.57693   42008788
              -16               8               1              HB  2.37452  1.88174  3.08383  1.68644   42004808
              -16               8               2              HB  3.83832  3.85911  4.14219  3.62142   42008808
               -1               9               1              HB  2.65535  3.09938  3.28268  3.18370   42004089
               -2               9               1              HB  3.38203  3.84107  3.69665  3.88332   42004109
               -3               9               1              HB  3.52511  3.86088  3.88409  3.91463   42004189
               -4               9               1              HB  3.04387  3.13556  3.46909  2.97015   42004209
               -5               9               1              HB  3.73840  3.59355  3.60971  3.21910   42004289
               -6               9               1              HB  2.95543  2.98442  3.23910  3.00668   42004309
               -7               9               1              HB  3.09978  3.20118  3.44158  3.29772   42004389
               -8               9               1              HB  2.27180  3.00925  2.97600  2.83959   42004409
               -9               9               1              HB  3.34052  3.46747  3.50329  3.67787   42004489
              -10               9               1              HB  3.70348  3.89619  4.25895  3.77646   42004509
              -11               9               1              HB  3.59627  3.78820  3.90570  3.97119   42004589
              -12               9               1              HB  2.95504  2.43643  2.61298  2.57242   42004609
              -13               9               1              HB  1.87085  2.54185  2.63120  2.25291   42004689
              -14               9               1              HB  3.08764  3.48052  3.48249  3.36440   42004709
              -15               9               1              HB  4.06856  3.79530  3.67322  4.11675   42004789
              -15               9               2              HB  3.10424  3.34211  3.23681  3.12673   42008789
              -16               9               1              HB  2.45372  2.99860  2.89089  3.16923   42004809
              -16               9               2              HB  3.97449  4.45170  4.29927  4.52864   42008809
               -1              10               1              HB  2.12509  1.71180  2.75766  2.23722   4200408A
               -2              10               1              HB  3.85215  3.50614  4.09340  2.93811   4200410A
               -3              10               1              HB  4.28608  4.31981  4.45985  4.23134   4200418A
               -4              10               1              HB  2.51764  2.54391  2.42331  2.04734   4200420A
               -5              10               1              HB  3.70464  3.48622  3.57413  2.80439   4200428A
               -6              10               1              HB  3.03108  3.03001  3.28418  2.47928   4200430A
               -7              10               1              HB  3.18209  3.22389  3.51632  3.08952   4200438A
               -8              10               1              HB  4.03821  4.46622  4.51441  3.77366   4200440A
               -9              10               1              HB  2.66453  3.24075  3.10260  3.23744   4200448A
              -10              10               1              HB  3.36604  3.60079  3.79146  3.21867   4200450A
              -11              10               1              HB  4.51341  4.64081  4.77688  4.58822   4200458A
              -12              10               1              HB  3.04888  3.61689  3.48903  3.54914   4200460A
              -13              10               1              HB  2.43404  3.12206  2.96875  2.71856   4200468A
              -14              10               1              HB  2.59842  2.98546  3.19354  2.86407   4200470A
              -15              10               1              HB  3.75571  3.51609  4.02301  4.25320   4200478A
              -15              10               2              HB  3.15128  3.55458  3.52647  3.28547   4200878A
              -16              10               1              HB  2.27553  2.26124  2.20552  1.68607   4200480A
              -16              10               2              HB  3.30890  3.22204  3.44026  3.21745   4200880A
               -1              11               1              HB  2.22846  2.40024  2.83403  2.69483   4200408B
               -2              11               1              HB  3.77954  3.92058  4.07305  3.60385   4200410B
               -3              11               1              HB  4.04842  4.21402  4.23159  4.28479   4200418B
               -4              11               1              HB  2.66691  3.20305  3.04543  2.55934   4200420B
               -5              11               1              HB  3.96082  3.66168  3.75858  3.42680   4200428B
               -6              11               1              HB  3.21701  2.75675  3.65372  2.27069   4200430B
               -7              11               1              HB  2.56593  2.33794  2.78106  2.49052   4200438B
               -8              11               1              HB  3.31904  3.49799  3.33545  3.74175   4200440B
               -9              11               1              HB  2.02846  2.41863  2.33625  2.15087   4200448B
              -10              11               1              HB  4.46560  4.38385  4.68627  4.13431   4200450B
              -11              11               1              HB  2.63082  2.40456  2.91627  2.46044   4200458B
              -12              11               1              HB  2.38784  2.71096  2.74267  2.04645   4200460B
              -13              11               1              HB  1.80511  2.23919  1.91139  2.26273   4200468B
              -14              11               1              HB  3.38426  3.71512  3.60899  3.76908   4200470B
              -15              11               1              HB  3.65025  3.61179  3.85357  3.53029   4200478B
              -15              11               2              HB  2.68996  2.55057  3.01248  2.57726   4200878B
              -16              11               1              HB  2.28503  2.52983  2.53860  2.61883   4200480B
              -16              11               2              HB  3.12229  4.86192  2.83474  5.17548   4200880B
               -1              12               1              HB  1.61146  2.27469  2.66724  2.63311   4200408C
               -2              12               1              HB  3.90191  4.01606  4.30341  3.91904   4200410C
               -3              12               1              HB  2.74769  2.91141  3.16483  2.79002   4200418C
               -4              12               1              HB  1.92963  1.97517  2.76763  2.18467   4200420C
               -5              12               1              HB  4.61797  3.93970  4.66849  3.79066   4200428C
               -6              12               1              HB  2.94709  3.12282  3.35666  3.17403   4200430C
               -7              12               1              HB  3.01520  3.15579  3.35199  3.18598   4200438C
               -8              12               1              HB  4.55505  4.77847  3.51514  4.27461   4200440C
               -9              12               1              HB  3.11828  3.19352  2.86611  3.04444   4200448C
              -10              12               1              HB  3.63052  3.99049  3.94248  3.88713   4200450C
              -11              12               1              HB  3.49974  3.75641  3.82850  3.79750   4200458C
              -12              12               1              HB  2.34442  2.76535  3.30601  2.60037   4200460C
              -13              12               1              HB  2.49140  3.24624  2.64194  3.00724   4200468C
              -14              12               1              HB  3.36667  2.77957  3.84550  2.83539   4200470C
              -15              12               1              HB  3.92656  3.34415  4.09537  3.60688   4200478C
              -15              12               2              HB  2.84473  2.62425  3.72121  2.61653   4200878C
              -16              12               1              HB  2.51208  2.66224  3.56099  2.33521   4200480C
              -16              12               2              HB  3.42858  3.15223  4.18646  3.13021   4200880C
               -1              13               1              HB  1.81271  1.92687  2.82372  3.25951   4200408D
               -2              13               1              HB  3.60767  3.45446  3.87215  3.41346   4200410D
               -3              13               1              HB  3.95032  3.92500  4.31117  4.01234   4200418D
               -4              13               1              HB  1.98581  2.09197  2.60472  2.01371   4200420D
               -5              13               1              HB  4.18458  4.05354  3.32109  3.14922   4200428D
               -6              13               1              HB  3.12246  3.07596  3.46604  3.10009   4200430D
               -7              13               1              HB  3.20069  3.16911  3.66140  3.23291   4200438D
               -8              13               1              HB  4.18465  3.58040  4.01420  3.43403   4200440D
               -9              13               1              HB  3.28251  3.16921  4.26295  3.05826   4200448D
              -10              13               1              HB  4.31660  4.34010  4.60013  4.36260   4200450D
              -11              13               1              HB  3.90544  3.88304  4.34443  3.61916   4200458D
              -12              13               1              HB  2.52570  2.66799  2.92828  3.08570   4200460D
              -13              13               1              HB  3.29835  3.19918  3.63760  3.33420   4200468D
              -14              13               1              HB  3.84143  3.97909  4.15828  3.99551   4200470D
              -15              13               1              HB  3.79018  3.93951  4.26860  3.52607   4200478D
              -15              13               2              HB  3.14154  3.39068  3.54844  3.15386   4200878D
              -16              13               1              HB  2.75762  2.84320  2.86700  2.94610   4200480D
              -16              13               2              HB  3.74244  3.75499  4.06483  3.87215   4200880D
