#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.66492 -0.21297  0.63261  0.04989 -0.21761  0.66265 -0.22557  0.01558 -0.24342  0.61256   42004081
               -2               1               1              HB  0.56775 -0.18141  0.57227 -0.03740 -0.21709  0.57515 -0.16234 -0.01768 -0.17384  0.58828   42004101
               -3               1               1              HB  0.61861 -0.20456  0.64088 -0.06323 -0.24341  0.60165 -0.19030 -0.07828 -0.22236  0.60785   42004181
               -4               1               1              HB  0.76212 -0.21678  0.66416  0.03588 -0.21441  0.66445 -0.26240 -0.02936 -0.23677  0.72079   42004201
               -5               1               1              HB  0.64256 -0.20756  0.60256 -0.03773 -0.20075  0.57850 -0.22303 -0.05469 -0.21142  0.60560   42004281
               -6               1               1              HB  0.64584 -0.25075  0.64981 -0.07548 -0.19097  0.59527 -0.18911  0.02296 -0.21208  0.60988   42004301
               -7               1               1              HB  0.66237 -0.24425  0.58625 -0.01232 -0.19968  0.57504 -0.18610 -0.00187 -0.23544  0.60481   42004381
               -8               1               1              HB  0.67131 -0.21614  0.69247 -0.02082 -0.25317  0.63919 -0.24637 -0.09249 -0.26095  0.66783   42004401
               -9               1               1              HB  0.63224 -0.07549  0.65673  0.16306 -0.22624  0.62606 -0.11158  0.02896 -0.22715  0.69865   42004481
              -10               1               1              HB  0.66484 -0.24845  0.68541  0.10377 -0.22697  0.65365 -0.21509 -0.02800 -0.25280  0.66785   42004501
              -11               1               1              HB  0.73607 -0.20205  0.68438 -0.04383 -0.22540  0.66340 -0.24599  0.04024 -0.26225  0.68170   42004581
              -12               1               1              HB  0.67900 -0.20220  0.62862 -0.03720 -0.22214  0.61991 -0.18438 -0.04280 -0.20894  0.61733   42004601
              -13               1               1              HB  0.76155 -0.22322  0.73627  0.01102 -0.29502  0.66699 -0.32188 -0.00340 -0.29438  0.69987   42004681
              -14               1               1              HB  0.56628 -0.19218  0.58968  0.00445 -0.21446  0.56308 -0.18245  0.00749 -0.21288  0.59229   42004701
              -15               1               1              HB  0.66806 -0.17650  0.64047  0.00673 -0.20745  0.62255 -0.23857 -0.06681 -0.27497  0.68354   42004781
              -15               1               2              HB  0.75653 -0.27366  0.75617  0.02060 -0.26603  0.66865 -0.27791  0.01122 -0.25214  0.72262   42008781
              -16               1               1              HB  0.62878 -0.20165  0.54970 -0.04810 -0.17198  0.58149 -0.25405  0.01493 -0.22115  0.59810   42004801
              -16               1               2              HB  0.73054 -0.31052  0.71061 -0.10877 -0.27569  0.63582 -0.32238 -0.00120 -0.21317  0.71716   42008801
               -1               2               1              HB  0.70795 -0.27996  0.68098 -0.03169 -0.26472  0.67480 -0.26242  0.02819 -0.24291  0.64137   42004082
               -2               2               1              HB  1.15524 -0.14489  1.14297 -0.02851 -0.01876  0.96017 -0.29216  0.07227 -0.37261  1.01801   42004102
               -3               2               1              HB  0.63421 -0.22847  0.65433  0.03707 -0.17118  0.60942 -0.20119  0.06622 -0.16833  0.61528   42004182
               -4               2               1              HB  0.74966 -0.31987  0.72486 -0.00354 -0.31708  0.71630 -0.24944  0.01757 -0.28823  0.76265   42004202
               -5               2               1              HB  0.76310 -0.32258  0.76770 -0.08021 -0.24835  0.72033 -0.26740 -0.04047 -0.30874  0.79317   42004282
               -6               2               1              HB  0.58208 -0.19795  0.56568 -0.00876 -0.20788  0.56505 -0.15682 -0.02748 -0.15030  0.55862   42004302
               -7               2               1              HB  0.68318 -0.25993  0.68351  0.07905 -0.21005  0.68106 -0.23267  0.04229 -0.25421  0.68407   42004382
               -8               2               1              HB  0.69576 -0.28028  0.66693 -0.02443 -0.21539  0.60348 -0.26415  0.00272 -0.22843  0.58838   42004402
               -9               2               1              HB  0.67680 -0.20773  0.69778 -0.03885 -0.23069  0.66520 -0.20939 -0.06022 -0.28601  0.68422   42004482
              -10               2               1              HB  0.79443 -0.32903  0.73767 -0.07784 -0.20944  0.70257 -0.24718 -0.07982 -0.29637  0.73249   42004502
              -11               2               1              HB  0.77666 -0.22931  0.77792  0.05484 -0.25414  0.78121 -0.15328  0.03759 -0.24746  0.72826   42004582
              -12               2               1              HB  0.59155 -0.23145  0.62483  0.05759 -0.19489  0.56767 -0.11483  0.06564 -0.13528  0.55608   42004602
              -13               2               1              HB  0.82469 -0.32266  0.75265 -0.04413 -0.24700  0.79387 -0.32658 -0.01060 -0.32849  0.79308   42004682
              -14               2               1              HB  0.65166 -0.26434  0.60347 -0.12583 -0.21799  0.58186 -0.11491 -0.03200 -0.16626  0.62994   42004702
              -15               2               1              HB  0.85431 -0.32237  0.84547 -0.01710 -0.26734  0.77504 -0.24511  0.05897 -0.26875  0.80168   42004782
