#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.63838 -0.19118  0.62439 -0.00878 -0.24892  0.65788 -0.18654  0.05059 -0.19722  0.64034   42004081
               -2               1               1              HB  0.64009 -0.27140  0.56140 -0.08215 -0.32921  0.63630 -0.24394 -0.05152 -0.22970  0.68268   42004101
               -3               1               1              HB  0.66507 -0.27483  0.65619  0.08008 -0.23577  0.61109 -0.27339 -0.06277 -0.21080  0.66472   42004181
               -4               1               1              HB  0.72622 -0.29887  0.67495  0.08546 -0.26318  0.75934 -0.35457 -0.08697 -0.30190  0.82075   42004201
               -5               1               1              HB  0.61849 -0.25215  0.60753 -0.01161 -0.20480  0.58918 -0.16699 -0.08259 -0.30404  0.61872   42004281
               -6               1               1              HB  0.68497 -0.26947  0.66885 -0.00668 -0.20307  0.60358 -0.24596  0.06862 -0.15739  0.57219   42004301
               -7               1               1              HB  0.65874 -0.18306  0.65321 -0.06541 -0.25168  0.55599 -0.27198 -0.06081 -0.25481  0.62779   42004381
               -8               1               1              HB  0.77192 -0.29999  0.76965 -0.01267 -0.29663  0.66373 -0.37183 -0.10257 -0.20151  0.71217   42004401
               -9               1               1              HB  0.67413  0.00008  0.61336  0.17863 -0.15909  0.59206 -0.07067 -0.06685 -0.14895  0.58875   42004481
              -10               1               1              HB  0.65155 -0.27584  0.66904  0.04837 -0.18405  0.67291 -0.19626  0.08181 -0.25730  0.67355   42004501
              -11               1               1              HB  0.73175 -0.21854  0.74367  0.01285 -0.26561  0.71432 -0.23998 -0.08556 -0.13646  0.68483   42004581
              -12               1               1              HB  0.69783 -0.22212  0.67792  0.03052 -0.19737  0.62391 -0.17627  0.01929 -0.22078  0.59227   42004601
              -13               1               1              HB  0.77034 -0.33541  0.74795  0.01261 -0.22596  0.61957 -0.40454  0.05938 -0.20573  0.73862   42004681
              -14               1               1              HB  0.59372 -0.24120  0.56677 -0.15836 -0.18755  0.53781 -0.28269  0.08321 -0.19560  0.59152   42004701
              -15               1               1              HB  0.68147 -0.20651  0.66297 -0.01210 -0.30365  0.61472 -0.39386 -0.05055 -0.22258  0.71604   42004781
              -15               1               2              HB  0.74494 -0.23469  0.74027 -0.09988 -0.24806  0.69768 -0.34001 -0.05387 -0.24580  0.74937   42008781
              -16               1               1              HB  0.59244 -0.22236  0.53531 -0.05057 -0.16642  0.55587 -0.31279 -0.07126 -0.20998  0.61070   42004801
              -16               1               2              HB  0.82900 -0.22219  0.75056 -0.03986 -0.16896  0.66583 -0.34293  0.12009 -0.22338  0.72604   42008801
