#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.66416 -0.24568  0.62228  0.02498 -0.20968  0.63502 -0.30441 -0.00536 -0.24928  0.64824   42004081
               -2               1               1              HB  0.60012 -0.19046  0.55260 -0.05815 -0.20960  0.57584 -0.22332 -0.02583 -0.20258  0.60291   42004101
               -3               1               1              HB  0.61079 -0.16980  0.62712 -0.06215 -0.20304  0.60613 -0.22550  0.00047 -0.19280  0.62377   42004181
               -4               1               1              HB  0.73483 -0.25628  0.67039  0.01421 -0.27057  0.70649 -0.27315 -0.01033 -0.27127  0.72196   42004201
               -5               1               1              HB  0.61293 -0.18486  0.59559 -0.05435 -0.19344  0.62009 -0.20292  0.01337 -0.20602  0.59792   42004281
               -6               1               1              HB  0.65707 -0.21967  0.63319  0.00406 -0.22101  0.61136 -0.20637 -0.03450 -0.21748  0.63998   42004301
               -7               1               1              HB  0.62045 -0.18738  0.58831 -0.05018 -0.23722  0.61941 -0.22085 -0.06731 -0.21353  0.62148   42004381
               -8               1               1              HB  0.66349 -0.27237  0.71602 -0.00434 -0.25656  0.64410 -0.24080 -0.02815 -0.19365  0.62258   42004401
               -9               1               1              HB  0.62506 -0.10424  0.62442  0.12949 -0.20783  0.65345 -0.12815 -0.00400 -0.22078  0.67028   42004481
              -10               1               1              HB  0.71216 -0.24741  0.72225 -0.04955 -0.25714  0.69180 -0.21688 -0.08121 -0.22389  0.66597   42004501
              -11               1               1              HB  0.75801 -0.26000  0.71130 -0.02006 -0.26291  0.70161 -0.28330  0.01558 -0.26800  0.73158   42004581
              -12               1               1              HB  0.71110 -0.19447  0.63456  0.00057 -0.19228  0.60875 -0.16444 -0.03950 -0.17561  0.62880   42004601
              -13               1               1              HB  0.77314 -0.28093  0.73047 -0.04109 -0.25877  0.68434 -0.28284 -0.01912 -0.24678  0.71637   42004681
              -14               1               1              HB  0.59777 -0.23669  0.59446 -0.02698 -0.20388  0.57504 -0.17152 -0.11688 -0.21865  0.56725   42004701
              -15               1               1              HB  0.68279 -0.25406  0.66941 -0.13843 -0.24075  0.58648 -0.24164  0.03153 -0.16829  0.66737   42004781
              -15               1               2              HB  0.78501 -0.33777  0.78943 -0.05974 -0.29049  0.70657 -0.30100 -0.03916 -0.29298  0.69212   42008781
              -16               1               1              HB  0.60811 -0.21685  0.57936  0.00660 -0.17838  0.55270 -0.23925 -0.07463 -0.17693  0.58851   42004801
              -16               1               2              HB  0.75064 -0.26145  0.69946 -0.04044 -0.29599  0.68768 -0.22587 -0.02242 -0.25411  0.69801   42008801
               -1               2               1              HB  0.70848 -0.20103  0.66244  0.03326 -0.24239  0.67237 -0.22124  0.03424 -0.22432  0.65221   42004082
               -2               2               1              HB  1.13935 -0.10025  1.14158 -0.14171  0.05992  0.96482 -0.33813  0.05555 -0.42933  1.06341   42004102
               -3               2               1              HB  0.64808 -0.27024  0.64366 -0.09756 -0.15070  0.59132 -0.23787 -0.01272 -0.21519  0.65054   42004182
               -4               2               1              HB  0.76068 -0.32253  0.75709  0.00417 -0.24551  0.74401 -0.32115  0.00166 -0.29949  0.79696   42004202
               -5               2               1              HB  0.79917 -0.26325  0.79760 -0.10377 -0.30344  0.74833 -0.25215 -0.07328 -0.32557  0.81917   42004282
               -6               2               1              HB  0.56847 -0.21301  0.57476 -0.02494 -0.16788  0.56629 -0.18055  0.01664 -0.14190  0.58897   42004302
               -7               2               1              HB  0.68054 -0.22997  0.73078 -0.06047 -0.27815  0.72888 -0.28710 -0.02809 -0.22610  0.65419   42004382
               -8               2               1              HB  0.65141 -0.20972  0.62390 -0.01486 -0.20514  0.56350 -0.22119 -0.02356 -0.20482  0.62296   42004402
               -9               2               1              HB  0.70756 -0.18559  0.67862 -0.05566 -0.22157  0.63223 -0.27155  0.08112 -0.24168  0.67086   42004482
              -10               2               1              HB  0.73672 -0.31627  0.76634  0.00206 -0.24730  0.76998 -0.19114 -0.03279 -0.26900  0.75007   42004502
              -11               2               1              HB  0.79309 -0.17751  0.75980  0.05076 -0.26578  0.79562 -0.18347 -0.00432 -0.27491  0.77925   42004582
              -12               2               1              HB  0.63035 -0.22211  0.60080  0.08940 -0.17691  0.56722 -0.13017  0.10150 -0.11845  0.57647   42004602
              -13               2               1              HB  0.84659 -0.31063  0.81635  0.00858 -0.32105  0.78152 -0.25753  0.01317 -0.37362  0.82933   42004682
              -14               2               1              HB  0.63634 -0.23853  0.58535 -0.04310 -0.17134  0.56775 -0.16311 -0.02695 -0.19513  0.65789   42004702
              -15               2               1              HB  0.82271 -0.29749  0.82771 -0.03022 -0.24328  0.78797 -0.25496  0.02485 -0.27706  0.76819   42004782
              -15               2               2              HB  1.04661 -0.24816  1.08637  0.13350 -0.38599  1.04706 -0.21961 -0.06905 -0.35312  1.01384   42008782
              -16               2               1              HB  1.05587 -0.20401  1.09986  0.24540 -0.24100  0.97616 -0.08814 -0.07359 -0.32290  1.06174   42004802
              -16               2               2              HB  1.41921 -0.64512  1.37468  0.05267 -0.52359  1.42744 -0.40124  0.21475 -0.56665  1.46183   42008802
               -1               3               1              HB  0.57523 -0.20866  0.56923  0.02237 -0.17855  0.54854 -0.16044  0.03853 -0.12887  0.55143   42004083
               -2               3               1              HB  0.57658 -0.15320  0.55649  0.00546 -0.20574  0.51689 -0.20677  0.01958 -0.15786  0.51613   42004103
               -3               3               1              HB  0.46117 -0.12920  0.46843 -0.02399 -0.17265  0.46444 -0.16569  0.03923 -0.16112  0.47819   42004183
               -4               3               1              HB  0.52677 -0.17343  0.55592 -0.02695 -0.11133  0.52148 -0.13804  0.05073 -0.17844  0.52076   42004203
               -5               3               1              HB  0.55132 -0.22946  0.52453 -0.07534 -0.09312  0.50966 -0.16865 -0.03477 -0.15867  0.49546   42004283
