#             eta             phi             dep             det  sig_0_o  sig_1_0  sig_1_1  sig_2_0  sig_2_1  sig_2_2  sig_3_0  sig_3_1  sig_3_2  sig_3_3      DetId
               -1               1               1              HB  0.51343 -0.22643  0.42353 -0.02885 -0.19962  0.44644 -0.23948 -0.00216 -0.21420  0.51292   42004081
               -2               1               1              HB  0.60456 -0.12119  0.61530  0.10131 -0.18391  0.64648 -0.22282  0.04085 -0.27074  0.65649   42004101
               -3               1               1              HB  0.60631 -0.23165  0.69914  0.06223 -0.27287  0.64946 -0.17733 -0.12200 -0.28002  0.61791   42004181
               -4               1               1              HB  0.83430 -0.34365  0.73127 -0.03545 -0.26022  0.74900 -0.32673 -0.02859 -0.30345  0.70151   42004201
               -5               1               1              HB  0.61443 -0.16578  0.58571 -0.01394 -0.17508  0.56482 -0.19595 -0.09056 -0.24777  0.58395   42004281
               -6               1               1              HB  0.67590 -0.17434  0.62459  0.01991 -0.19737  0.64008 -0.17475 -0.00752 -0.26283  0.58723   42004301
               -7               1               1              HB  0.58277  0.15996  0.52139  0.39926 -0.13400  0.51292  0.10505 -0.06541 -0.17206  0.54640   42004381
               -8               1               1              HB  0.68960 -0.25770  0.67822  0.01519 -0.26059  0.66302 -0.22217 -0.02876 -0.18032  0.66286   42004401
               -9               1               1              HB  0.46006  0.58982  0.59568  0.80870 -0.18373  0.61871  0.24094 -0.03160 -0.15841  0.57017   42004481
              -10               1               1              HB  0.71316 -0.23460  0.65379  0.03745 -0.11872  0.65412 -0.24193 -0.15485 -0.26214  0.64330   42004501
              -11               1               1              HB  0.69956 -0.29966  0.69835  0.01824 -0.25670  0.64722 -0.28363 -0.07169 -0.30258  0.65289   42004581
              -12               1               1              HB  0.68507 -0.14221  0.70112  0.04522 -0.24156  0.63313 -0.15733 -0.04383 -0.22338  0.58528   42004601
              -13               1               1              HB  0.74143 -0.28757  0.73861  0.07791 -0.21383  0.67059 -0.22899  0.09788 -0.23402  0.71048   42004681
