#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               -1               1               1              HB  1.14916  0.78323  0.94152  1.36210   42004081
               -2               1               1              HB  3.70780  4.24179  4.21247  4.42939   42004101
               -3               1               1              HB  4.26803  4.69123  4.55733  4.46157   42004181
               -4               1               1              HB  2.67856  2.16104  2.35713  2.41755   42004201
               -5               1               1              HB  5.01825  4.93334  4.76130  4.76589   42004281
               -6               1               1              HB  2.06666  2.50640  2.63005  2.74494   42004301
               -7               1               1              HB  0.94113  1.07262  1.30797  1.05825   42004381
               -8               1               1              HB  3.15690  3.76173  3.66491  3.45584   42004401
               -9               1               1              HB  0.62377  1.62004  1.71298  1.09147   42004481
              -10               1               1              HB  3.67142  3.87817  4.13350  4.02315   42004501
              -11               1               1              HB  5.06074  4.83376  4.84197  4.71329   42004581
              -12               1               1              HB  2.07676  2.90001  2.85656  2.91843   42004601
              -13               1               1              HB  2.85605  2.09615  3.20414  2.53169   42004681
              -14               1               1              HB  3.80781  3.52853  3.95616  3.42569   42004701
              -15               1               1              HB  3.79476  3.46635  3.95189  3.40457   42004781
              -15               1               2              HB  2.60088  2.36278  2.69897  2.18611   42008781
              -16               1               1              HB  1.22230  2.62668  1.36648  2.16092   42004801
              -16               1               2              HB  3.56002  3.81539  4.14249  3.89777   42008801
               -1               2               1              HB  1.35743  1.91560  1.43040  1.45240   42004082
               -2               2               1              HB  1.54148  4.26990  1.45301  3.59337   42004102
               -3               2               1              HB  2.32870  3.05202  2.65206  3.28600   42004182
               -4               2               1              HB  3.64823  2.61612  4.04438  3.01814   42004202
               -5               2               1              HB  0.87950  1.98546  1.09526  2.71623   42004282
               -6               2               1              HB  3.90690  4.44968  4.04045  4.07250   42004302
               -7               2               1              HB  1.67855  1.50781  2.11037  1.75744   42004382
               -8               2               1              HB  2.04643  2.26972  2.73046  2.95451   42004402
               -9               2               1              HB  1.36693  1.41716  1.65356  1.33365   42004482
              -10               2               1              HB  2.86965  1.49437  2.86302  1.20390   42004502
              -11               2               1              HB  3.48366  2.67366  3.77912  2.80931   42004582
              -12               2               1              HB  4.39691  3.36637  3.89288  2.28914   42004602
              -13               2               1              HB  2.94681  3.39360  2.66410  2.84787   42004682
              -14               2               1              HB  3.17002  4.61486  3.19789  4.56538   42004702
              -15               2               1              HB  2.85212  3.83378  3.05434  3.82910   42004782
              -15               2               2              HB  3.10642  1.86979  3.23169  1.95985   42008782
              -16               2               1              HB  3.39698  1.24913  3.46157  1.50962   42004802
              -16               2               2              HB  3.89035  4.41009  3.13928  3.61799   42008802
               -1               3               1              HB  2.27470  2.72836  2.51309  2.21220   42004083
               -2               3               1              HB  3.77601  4.12060  4.09401  4.04634   42004103
